Client,Round,Accuracy,Loss
0,1,0.2,1.7895176410675049
1,1,0.4,1.786607027053833
2,1,0.6,1.7694122791290283
3,1,0.2,1.8017336130142212
4,1,0.2,1.7775976657867432
5,1,0.2,1.8051563501358032
6,1,0.2,1.7725141048431396
7,1,0.0,1.8176759481430054
8,1,0.2,1.7822176218032837
9,1,0.0,1.7978856563568115
10,1,0.2,1.7824249267578125
11,1,0.4,1.769921064376831
12,1,0.4,1.7629371881484985
13,1,0.0,1.8005683422088623
14,1,0.0,1.7968189716339111
15,1,0.0,1.7926403284072876
16,1,0.0,1.8041250705718994
17,1,0.2,1.7995102405548096
18,1,0.2,1.7836641073226929
19,1,0.0,1.781146764755249
0,2,0.0,1.7543668746948242
1,2,0.2,1.7948825359344482
2,2,0.2,1.7494442462921143
3,2,0.4,1.7375770807266235
4,2,0.2,1.79143488407135
5,2,0.2,1.7825109958648682
6,2,0.0,1.8298428058624268
7,2,0.0,1.759596586227417
8,2,0.0,1.8262207508087158
9,2,0.2,1.7920433282852173
10,2,0.2,1.7742128372192383
11,2,0.0,1.8571090698242188
12,2,0.2,1.8026078939437866
13,2,0.0,1.7554117441177368
14,2,0.4,1.7688665390014648
15,2,0.2,1.805118203163147
16,2,0.0,1.8273420333862305
17,2,0.0,1.8100616931915283
18,2,0.2,1.7813880443572998
19,2,0.2,1.7564111948013306
0,3,0.2,1.6812593936920166
1,3,0.4,1.7289116382598877
2,3,0.0,1.787742257118225
3,3,0.4,1.6783043146133423
4,3,0.0,1.860082983970642
5,3,0.0,1.8204723596572876
6,3,0.2,1.7649991512298584
7,3,0.2,1.764649748802185
8,3,0.4,1.68586003780365
9,3,0.0,1.8833242654800415
10,3,0.2,1.7917457818984985
11,3,0.2,1.7749946117401123
12,3,0.4,1.7053180932998657
13,3,0.2,1.767157793045044
14,3,0.2,1.7663570642471313
15,3,0.2,1.7684612274169922
16,3,0.4,1.7571932077407837
17,3,0.0,1.829402208328247
18,3,0.2,1.8328263759613037
19,3,0.4,1.7016792297363281
0,4,0.4,1.758340835571289
1,4,0.0,1.9189653396606445
2,4,0.0,1.8653539419174194
3,4,0.2,1.816637635231018
4,4,0.2,1.7954750061035156
5,4,0.0,1.8657524585723877
6,4,0.4,1.7032970190048218
7,4,0.2,1.7882757186889648
8,4,0.2,1.7818952798843384
9,4,0.2,1.8144346475601196
10,4,0.0,1.8067489862442017
11,4,0.0,1.7696306705474854
12,4,0.2,1.723663091659546
13,4,0.0,1.9357706308364868
14,4,0.4,1.7107679843902588
15,4,0.4,1.7638044357299805
16,4,0.2,1.8684629201889038
17,4,0.2,1.7853507995605469
18,4,0.4,1.8055408000946045
19,4,0.2,1.8097975254058838
0,5,0.2,1.8474500179290771
1,5,0.2,1.83603036403656
2,5,0.0,1.852557897567749
3,5,0.0,1.885525107383728
4,5,0.0,1.8725998401641846
5,5,0.0,1.884089708328247
6,5,0.2,1.7764627933502197
7,5,0.2,1.7309544086456299
8,5,0.2,1.913625717163086
9,5,0.0,1.828673005104065
10,5,0.0,1.7536592483520508
11,5,0.2,1.770599603652954
12,5,0.2,1.7138442993164062
13,5,0.2,1.7853858470916748
14,5,0.2,1.8617486953735352
15,5,0.4,1.700364351272583
16,5,0.2,1.7513927221298218
17,5,0.0,1.8736436367034912
18,5,0.4,1.7480013370513916
19,5,0.0,1.879977822303772
0,6,0.2,1.866570234298706
1,6,0.0,1.7766863107681274
2,6,0.0,1.8541479110717773
3,6,0.2,1.9335311651229858
4,6,0.4,1.7473700046539307
5,6,0.2,1.8160288333892822
6,6,0.4,1.7378591299057007
7,6,0.4,1.7043542861938477
8,6,0.0,1.7986427545547485
9,6,0.0,1.8684734106063843
10,6,0.4,1.6091196537017822
11,6,0.2,1.8358097076416016
12,6,0.0,1.9531309604644775
13,6,0.0,1.8291442394256592
14,6,0.4,1.7207138538360596
15,6,0.0,1.7991111278533936
16,6,0.2,1.779314398765564
17,6,0.2,1.784132957458496
18,6,0.4,1.6850736141204834
19,6,0.0,1.7963396310806274
0,7,0.0,1.8228585720062256
1,7,0.2,1.8118759393692017
2,7,0.2,1.743011474609375
3,7,0.2,1.8660528659820557
4,7,0.0,1.792752981185913
5,7,0.0,1.7592653036117554
6,7,0.0,1.8942371606826782
7,7,0.2,1.7995002269744873
8,7,0.0,1.8796284198760986
9,7,0.2,1.806848168373108
10,7,0.2,1.7761757373809814
11,7,0.0,1.840344786643982
12,7,0.2,1.813494086265564
13,7,0.0,1.903314232826233
14,7,0.4,1.6541599035263062
15,7,0.0,1.9298419952392578
16,7,0.4,1.7701435089111328
17,7,0.2,1.7390162944793701
18,7,0.0,1.8301194906234741
19,7,0.0,1.88018000125885
0,8,0.6,1.7101463079452515
1,8,0.4,1.749333143234253
2,8,0.2,1.7732433080673218
3,8,0.0,1.9213002920150757
4,8,0.0,1.9357080459594727
5,8,0.2,1.8064887523651123
6,8,0.0,1.8342796564102173
7,8,0.0,1.865478515625
8,8,0.0,1.9192854166030884
9,8,0.2,1.8256480693817139
10,8,0.0,1.8060903549194336
11,8,0.2,1.7735211849212646
12,8,0.0,1.8790929317474365
13,8,0.0,1.9770660400390625
14,8,0.2,1.8277429342269897
15,8,0.0,1.8641780614852905
16,8,0.0,1.8394962549209595
17,8,0.6,1.5552483797073364
18,8,0.6,1.6333709955215454
19,8,0.0,1.83853280544281
0,9,0.0,1.9406764507293701
1,9,0.0,1.826663613319397
2,9,0.4,1.740723967552185
3,9,0.0,1.878129005432129
4,9,0.4,1.7105913162231445
5,9,0.2,1.8412939310073853
6,9,0.4,1.6833137273788452
7,9,0.0,1.8718963861465454
8,9,0.0,1.8597824573516846
9,9,0.2,1.850379228591919
10,9,0.0,1.8456615209579468
11,9,0.2,1.8448097705841064
12,9,0.0,1.9676440954208374
13,9,0.4,1.7057571411132812
14,9,0.2,1.8186594247817993
15,9,0.0,1.9043874740600586
16,9,0.0,1.8639552593231201
17,9,0.2,1.8189427852630615
18,9,0.2,1.837816834449768
19,9,0.2,1.8472057580947876
0,10,0.0,1.899484395980835
1,10,0.0,1.8056586980819702
2,10,0.0,1.8761260509490967
3,10,0.2,1.7063748836517334
4,10,0.4,1.6458940505981445
5,10,0.4,1.6811742782592773
6,10,0.4,1.778181791305542
7,10,0.4,1.716225266456604
