Round,AvgAccuracy,AvgLoss
1,0.18000000000000005,1.7901342570781709
2,0.12000000000000002,1.7954029738903046
3,0.15000000000000005,1.810742312669754
4,0.16000000000000006,1.79802126288414
5,0.17,1.8066553592681884
6,0.2100000000000001,1.7879932224750519
7,0.13,1.8173929095268249
8,0.20000000000000004,1.7815201699733734
9,0.2,1.8019082367420196
10,0.17,1.8013991236686706
11,0.23000000000000004,1.7957625091075897
12,0.23999999999999994,1.7747301697731017
13,0.19,1.79462069272995
14,0.19000000000000006,1.8271094262599945
15,0.2500000000000001,1.7686050415039063
16,0.25,1.770287811756134
17,0.21000000000000005,1.7895091593265533
18,0.22000000000000003,1.7831425011157989
19,0.17000000000000007,1.797364604473114
20,0.22000000000000006,1.7657484710216522
