Round,AvgAccuracy,AvgLoss
1,0.24,1.7856757044792175
2,0.07999999999999999,1.8103889584541322
3,0.17,1.7809659123420716
4,0.19,1.7908806204795837
5,0.15000000000000002,1.8020697474479674
6,0.15,1.806458967924118
7,0.15000000000000002,1.7803734600543977
8,0.16000000000000003,1.7988529205322266
9,0.15,1.7883891046047211
10,0.16000000000000003,1.771942001581192
11,0.2,1.7347630977630615
12,0.18000000000000008,1.7586146354675294
13,0.15,1.774550461769104
14,0.16000000000000003,1.7591326653957366
15,0.15999999999999998,1.7377947270870209
16,0.25000000000000006,1.7301641345024108
17,0.22000000000000003,1.7358926773071288
18,0.15000000000000005,1.7375441372394562
19,0.17,1.731570017337799
20,0.18000000000000005,1.7361294150352478
