Round,AvgAccuracy,AvgLoss
1,0.151864406779661,5.3869300246238705
2,0.15440677966101696,5.468522077798843
3,0.151864406779661,5.547558289766312
4,0.14949152542372882,5.6068098723888395
5,0.1552542372881356,5.598664796352386
6,0.14898305084745764,5.598005723953247
7,0.1493220338983051,5.646950381994247
8,0.15101694915254235,5.6691382229328156
9,0.15152542372881359,5.623488050699234
10,0.14932203389830512,5.60636460185051
11,0.15101694915254235,5.596174663305282
12,0.15152542372881356,5.595475143194198
13,0.15457627118644066,5.556109464168548
14,0.1528813559322034,5.566369557380677
15,0.1535593220338983,5.574905437231064
16,0.1547457627118644,5.565658903121948
17,0.15305084745762712,5.52297939658165
18,0.1528813559322034,5.514867681264877
19,0.15847457627118644,5.506379544734955
20,0.16338983050847458,5.507027012109757
21,0.17152542372881358,5.525014716386795
22,0.16779661016949154,5.510137051343918
23,0.1661016949152542,5.514219009876252
24,0.17016949152542374,5.51718322634697
25,0.1547457627118644,5.520855569839478
26,0.15677966101694912,5.528899323940277
27,0.17864406779661018,5.514510238170624
28,0.16661016949152543,5.5078599631786345
29,0.18559322033898304,5.507951486110687
30,0.168135593220339,5.513524001836776
