Round,AvgAccuracy,AvgLoss
1,0.18000000000000002,1.7887037456035615
2,0.14,1.7878224670886993
3,0.21000000000000002,1.7675370872020721
4,0.19,1.804398286342621
5,0.13999999999999999,1.8133293211460113
6,0.18,1.7947777092456818
7,0.12,1.8156410574913024
8,0.15999999999999998,1.8167625725269319
9,0.15000000000000002,1.8329145073890687
10,0.19,1.7623038053512574
11,0.20000000000000004,1.78943589925766
12,0.16,1.8111888587474823
13,0.16000000000000003,1.8471983790397644
14,0.2800000000000001,1.7506592392921447
15,0.26000000000000006,1.7727917194366456
16,0.19000000000000003,1.7844144582748414
17,0.17,1.8038591861724853
18,0.2500000000000001,1.775151973962784
19,0.21000000000000005,1.7884967923164368
20,0.26000000000000006,1.7676950454711915
