Round,AvgAccuracy,AvgLoss
1,0.23000000000000004,1.7764897763729095
2,0.2,1.7880771458148956
3,0.10999999999999999,1.798644196987152
4,0.1,1.8235386431217193
5,0.12999999999999998,1.8028423011302948
6,0.24000000000000007,1.7996327042579652
7,0.20000000000000004,1.7869751870632171
8,0.20000000000000004,1.7999510169029236
9,0.21000000000000005,1.789841789007187
10,0.19,1.7981186866760255
11,0.18000000000000002,1.8035311579704285
12,0.25000000000000006,1.7706685006618499
13,0.33000000000000007,1.7347220063209534
14,0.16000000000000003,1.794513577222824
15,0.27,1.7464036345481873
16,0.22000000000000003,1.7805950164794921
17,0.21000000000000002,1.8188881397247314
18,0.24000000000000007,1.753802764415741
19,0.22000000000000006,1.817021334171295
20,0.27000000000000013,1.7622974991798401
