Round,AvgAccuracy,AvgLoss
1,0.15000000000000002,1.7924792408943175
2,0.18,1.7905443370342256
3,0.19,1.7967868387699126
4,0.20000000000000004,1.7867905259132386
5,0.25000000000000006,1.7678890883922578
6,0.20000000000000004,1.796508437395096
7,0.29,1.7694995760917664
8,0.2800000000000001,1.7572053790092468
9,0.3000000000000001,1.758157593011856
10,0.18,1.7968421816825866
11,0.19,1.7967610359191895
12,0.30000000000000004,1.757591289281845
13,0.29,1.7624373018741608
14,0.21000000000000005,1.789409875869751
15,0.25,1.7528178215026855
16,0.3000000000000001,1.711391705274582
17,0.29000000000000004,1.75778728723526
18,0.19000000000000003,1.8098017871379852
19,0.22000000000000003,1.8128894686698913
20,0.25000000000000006,1.7683229804039002
