Round,AvgAccuracy,AvgLoss
1,0.18,1.7839441895484924
2,0.2700000000000001,1.773985105752945
3,0.24000000000000007,1.7874773383140563
4,0.25000000000000006,1.7652863919734956
5,0.21000000000000002,1.8429378151893616
6,0.22000000000000003,1.8385806679725647
7,0.28,1.7304194092750549
8,0.39,1.6154130816459655
9,0.41000000000000003,1.6267407536506653
10,0.32000000000000006,1.6842522621154785
11,0.44000000000000006,1.581045937538147
12,0.5000000000000001,1.619078928232193
13,0.49000000000000005,1.5790658175945282
14,0.52,1.5129134863615037
15,0.53,1.5090597778558732
16,0.47000000000000003,1.5956103920936584
17,0.53,1.482325240969658
18,0.51,1.561137706041336
19,0.5200000000000001,1.5160709828138352
20,0.52,1.5087514638900756
