Round,AvgAccuracy,AvgLoss
1,0.13000000000000003,1.7881766617298127
2,0.4900000000000001,1.7497871816158295
3,0.33000000000000007,1.7119834661483764
4,0.42000000000000004,1.6359183132648467
5,0.3100000000000001,1.6439235270023347
6,0.43000000000000005,1.5287088394165038
7,0.3500000000000001,1.633719527721405
8,0.42000000000000004,1.4028005599975586
9,0.63,1.2045295983552933
10,0.6499999999999999,1.0540224403142928
11,0.8200000000000001,0.8986959725618362
12,0.8900000000000002,0.7190177842974663
13,0.8600000000000003,0.6802942402660846
14,0.8400000000000001,0.7019710145890713
15,0.8300000000000001,0.6790267132222653
16,0.8500000000000003,0.6730558402836323
17,0.8800000000000001,0.5983095787465572
18,0.89,0.5902782920747995
19,0.8800000000000001,0.6083432676270604
20,0.9099999999999999,0.4826045572757721
