round,accuracy,loss
1,0.23333333333333334,1.7945517301559448
2,0.26666666666666666,1.7844404578208923
3,0.06666666666666667,1.783480942249298
4,0.06666666666666667,1.8064045310020447
5,0.16666666666666669,1.7818393111228943
