Round,AvgAccuracy,AvgLoss
1,0.30333333333333334,1.78388352394104
2,0.3633333333333334,1.782874196767807
3,0.3033333333333334,1.7944530725479126
4,0.29666666666666663,1.782601273059845
5,0.33,1.7599003493785859
6,0.31,1.749835878610611
7,0.3433333333333334,1.701569563150406
8,0.35,1.6531561255455016
9,0.31333333333333346,1.6311428666114807
10,0.41,1.5076237142086029
11,0.47333333333333333,1.4597269237041473
12,0.5633333333333332,1.3792397022247314
13,0.6899999999999998,1.3292683482170105
14,0.6833333333333333,1.339586067199707
15,0.7466666666666666,1.2069108605384826
16,0.8333333333333334,1.1442241340875625
17,0.8133333333333332,1.1409373193979264
18,0.78,1.167221650481224
19,0.8166666666666668,1.1176380276679994
20,0.8700000000000001,1.0156394243240356
