Client,Round,Accuracy,Loss
0,1,0.4,1.7830522060394287
1,1,0.6,1.7409629821777344
2,1,0.0,1.8070993423461914
3,1,0.4,1.752210021018982
4,1,0.4,1.7921009063720703
5,1,0.4,1.7799164056777954
6,1,0.0,1.816012978553772
7,1,0.0,1.7992603778839111
8,1,0.2,1.7586828470230103
9,1,0.0,1.8202139139175415
10,1,0.2,1.8137600421905518
11,1,0.2,1.7848443984985352
12,1,0.4,1.7703742980957031
13,1,0.4,1.7762562036514282
14,1,0.2,1.8070623874664307
15,1,0.2,1.814666748046875
16,1,0.0,1.8108688592910767
17,1,0.6,1.7644857168197632
18,1,0.0,1.7831138372421265
19,1,0.2,1.7385696172714233
0,2,0.0,1.804854154586792
1,2,0.0,1.8206984996795654
2,2,0.0,1.813534140586853
3,2,0.2,1.7938358783721924
4,2,0.0,1.8336689472198486
5,2,0.2,1.8363288640975952
6,2,0.0,1.8393163681030273
7,2,0.2,1.8146154880523682
8,2,0.0,1.84357488155365
9,2,0.4,1.7472641468048096
10,2,0.0,1.7952244281768799
11,2,0.0,1.8334935903549194
12,2,0.2,1.7827281951904297
13,2,0.2,1.7800512313842773
14,2,0.0,1.807105302810669
15,2,0.0,1.8480291366577148
16,2,0.0,1.839644193649292
17,2,0.0,1.821093201637268
18,2,0.0,1.7632509469985962
19,2,0.2,1.7894675731658936
0,3,0.4,1.7184053659439087
1,3,0.4,1.7441723346710205
2,3,0.0,1.8268287181854248
3,3,0.0,1.8442459106445312
4,3,0.2,1.7132606506347656
5,3,0.0,1.8358243703842163
6,3,0.2,1.7443389892578125
7,3,0.4,1.7450069189071655
8,3,0.0,1.853346824645996
9,3,0.0,1.7576525211334229
10,3,0.2,1.7404851913452148
11,3,0.0,1.7762529850006104
12,3,0.2,1.7717034816741943
13,3,0.2,1.7736364603042603
14,3,0.0,1.7914972305297852
15,3,0.2,1.7482761144638062
16,3,0.2,1.8184003829956055
17,3,0.4,1.826265573501587
18,3,0.0,1.8493093252182007
19,3,0.4,1.7404088973999023
0,4,0.2,1.6927883625030518
1,4,0.4,1.832712173461914
2,4,0.4,1.7334579229354858
3,4,0.2,1.8071292638778687
4,4,0.0,1.8833898305892944
5,4,0.2,1.8592841625213623
6,4,0.2,1.8159961700439453
7,4,0.0,1.820744276046753
8,4,0.2,1.7909866571426392
9,4,0.2,1.7417643070220947
10,4,0.2,1.8613593578338623
11,4,0.0,1.8381404876708984
12,4,0.0,1.8493068218231201
13,4,0.2,1.803601622581482
14,4,0.0,1.8538780212402344
15,4,0.6,1.6920173168182373
16,4,0.0,1.7156600952148438
17,4,0.0,1.7905107736587524
18,4,0.4,1.692040205001831
19,4,0.4,1.742844581604004
0,5,0.4,1.7272722721099854
1,5,0.4,1.7221466302871704
2,5,0.2,1.7568479776382446
3,5,0.2,1.8030831813812256
4,5,0.2,1.8277307748794556
5,5,0.0,1.8097636699676514
6,5,0.0,1.8044770956039429
7,5,0.0,1.8574554920196533
8,5,0.6,1.7173357009887695
9,5,0.0,1.8562424182891846
10,5,0.2,1.801325798034668
11,5,0.4,1.7936973571777344
12,5,0.0,1.8306869268417358
13,5,0.0,1.8614075183868408
14,5,0.0,1.8094638586044312
15,5,0.0,1.8266525268554688
16,5,0.2,1.7664436101913452
17,5,0.2,1.79940927028656
18,5,0.0,1.8094604015350342
19,5,0.0,1.860492467880249
0,6,0.6,1.6337509155273438
1,6,0.2,1.8288415670394897
2,6,0.0,1.832105040550232
3,6,0.0,1.8004672527313232
4,6,0.2,1.7816355228424072
5,6,0.0,1.843083143234253
6,6,0.2,1.8399661779403687
7,6,0.0,1.8517169952392578
8,6,0.2,1.7531780004501343
9,6,0.0,1.8367369174957275
10,6,0.2,1.8177249431610107
11,6,0.2,1.816301703453064
12,6,0.2,1.8051965236663818
13,6,0.0,1.8409502506256104
14,6,0.4,1.743027925491333
