Round,AvgAccuracy,AvgLoss
1,0.2,1.785267835855484
2,0.22000000000000003,1.781716251373291
3,0.29000000000000004,1.7518477499485017
4,0.22000000000000006,1.7792384266853332
5,0.3000000000000001,1.7249728679656982
6,0.31,1.7306090235710143
7,0.26000000000000006,1.7684596121311187
8,0.32,1.680675172805786
9,0.39000000000000007,1.6221338629722595
10,0.32000000000000006,1.7437197148799897
11,0.4999999999999999,1.559911572933197
12,0.45,1.597129938006401
13,0.5599999999999999,1.5177405923604965
14,0.46999999999999986,1.6238710641860963
15,0.47999999999999987,1.5456880569458007
16,0.51,1.4942405581474305
17,0.39,1.5889955699443816
18,0.48999999999999994,1.557866734266281
19,0.4000000000000001,1.6042332470417022
20,0.47000000000000003,1.5423279732465744
