Round,AvgAccuracy,AvgLoss
1,0.24000000000000005,1.7870557725429534
2,0.29000000000000004,1.7567292153835297
3,0.26,1.7352954506874085
4,0.22000000000000006,1.735226756334305
5,0.24000000000000005,1.8054085314273833
6,0.2500000000000001,1.7670636355876923
7,0.23000000000000004,1.817658358812332
8,0.33,1.7102062225341796
9,0.32000000000000006,1.6490624666213989
10,0.44000000000000006,1.5611774027347565
11,0.43000000000000005,1.664448070526123
12,0.42000000000000004,1.6479540467262268
13,0.47999999999999987,1.5984207391738892
14,0.49000000000000005,1.5507425904273986
15,0.4700000000000001,1.5826779693365096
16,0.48999999999999994,1.5143344283103943
17,0.47000000000000003,1.5727679491043092
18,0.5,1.5226650178432464
19,0.43000000000000005,1.6272483348846436
20,0.43,1.5780080914497376
