Round,AvgAccuracy,AvgLoss
1,0.27,1.7940568685531617
2,0.15,1.7763436615467072
3,0.21000000000000002,1.7768390655517579
4,0.24000000000000007,1.7349217653274536
5,0.4000000000000001,1.6940223157405854
6,0.31000000000000005,1.7200724244117738
7,0.39999999999999997,1.6421168506145478
8,0.45000000000000007,1.5540113925933838
9,0.2700000000000001,1.6564911484718323
10,0.55,1.3501370519399643
11,0.6399999999999999,1.271387979388237
12,0.7300000000000001,1.1179187327623368
13,0.6400000000000001,1.2656781435012818
14,0.6700000000000002,1.2386356100440026
15,0.7300000000000001,0.9930388033390045
16,0.6900000000000002,1.2016865022480487
17,0.72,1.0623759403824806
18,0.7200000000000001,1.0954051181674003
19,0.73,0.9619486004114151
20,0.7499999999999999,0.9394311428070068
