Round,AvgAccuracy,AvgLoss
1,0.30000000000000004,1.751224398612976
2,0.30000000000000004,1.7572287261486053
3,0.26000000000000006,1.7548437535762786
4,0.48,1.6570156335830688
5,0.39,1.6538566946983337
6,0.48999999999999994,1.4649862766265869
7,0.47000000000000003,1.4051849216222763
8,0.5499999999999999,1.2086426377296449
9,0.5599999999999999,1.1396558344364167
10,0.7900000000000001,0.8982960626482963
11,0.86,0.7616634756326676
12,0.9100000000000001,0.543213402479887
13,0.82,0.7475813053548336
14,0.8500000000000002,0.710422470420599
15,0.8100000000000002,0.7737234208732844
16,0.8400000000000002,0.7705794326961041
17,0.9300000000000003,0.37159489989280703
18,0.8800000000000001,0.5205215878784657
19,0.8900000000000002,0.5458258591592312
20,0.9100000000000001,0.5141146078705787
