Round,AvgAccuracy,AvgLoss
1,0.19,1.786680668592453
2,0.24,1.7785525560379027
3,0.16,1.8107598781585694
4,0.13999999999999999,1.8104371070861816
5,0.19,1.806497061252594
6,0.15,1.792695826292038
7,0.15999999999999998,1.797565907239914
8,0.19,1.8036323547363282
9,0.18,1.8021591484546662
10,0.17000000000000004,1.7931257009506225
11,0.19000000000000003,1.7782250940799713
12,0.23000000000000004,1.7768174529075622
13,0.26,1.77402263879776
14,0.19000000000000006,1.8112628042697907
15,0.23000000000000007,1.7995442986488341
16,0.12000000000000002,1.8276862978935242
17,0.28,1.779799109697342
18,0.18,1.7776185333728791
19,0.14,1.8478665471076965
20,0.18,1.8027317821979523
