Round,AvgAccuracy,AvgLoss
1,0.1,1.8144666135311127
2,0.22000000000000003,1.7768090426921845
3,0.15000000000000002,1.7800936222076416
4,0.22000000000000006,1.7642678797245026
5,0.13999999999999999,1.7697918832302093
6,0.22000000000000003,1.7458117008209229
7,0.2900000000000001,1.7241352081298829
8,0.43000000000000005,1.677310049533844
9,0.51,1.6592370450496674
10,0.5200000000000001,1.6395721435546875
11,0.5700000000000001,1.585483968257904
12,0.65,1.5727999448776244
13,0.7,1.515772384405136
14,0.68,1.493088686466217
15,0.8100000000000002,1.3896326422691345
16,0.7300000000000001,1.3903974354267121
17,0.74,1.356620615720749
18,0.69,1.4007491230964662
19,0.8200000000000001,1.287483635544777
20,0.75,1.2997748911380769
21,0.7,1.2994398325681686
22,0.78,1.2404113978147506
23,0.7899999999999999,1.2465923845767974
24,0.7900000000000001,1.2424557834863663
25,0.77,1.2384996354579925
26,0.8300000000000001,1.1051043659448623
27,0.8099999999999999,1.09820476770401
28,0.8100000000000002,1.1370212644338609
29,0.8800000000000001,1.0386388719081878
30,0.8100000000000002,1.077371460199356
