Round,AvgAccuracy,AvgLoss
1,0.09,1.7896920323371888
2,0.18000000000000002,1.7811700820922851
3,0.17000000000000004,1.7884373009204864
4,0.20000000000000004,1.7667224824428558
5,0.2700000000000001,1.7552708208560943
6,0.25000000000000006,1.7824418246746063
7,0.2800000000000001,1.789192658662796
8,0.32999999999999996,1.7171852171421051
9,0.2899999999999999,1.7392679691314696
10,0.32000000000000006,1.6911362290382386
11,0.38000000000000006,1.6960631310939789
12,0.42000000000000004,1.634811383485794
13,0.5199999999999999,1.5073344469070435
14,0.54,1.4795896053314208
15,0.6,1.476487797498703
16,0.51,1.5181254029273987
17,0.52,1.4808821201324462
18,0.48999999999999994,1.5467988699674606
19,0.4800000000000001,1.5682601392269135
20,0.47000000000000003,1.6237164080142974
