Round,AvgAccuracy,AvgLoss
1,0.1730508474576271,5.431835401058197
2,0.16898305084745763,5.410176414251327
3,0.16864406779661015,5.417558228969574
4,0.16898305084745763,5.435695832967758
5,0.16796610169491527,5.462824505567551
6,0.17084745762711864,5.465756231546402
7,0.16881355932203387,5.46221963763237
8,0.1740677966101695,5.4819808304309845
9,0.16881355932203387,5.468382430076599
10,0.16864406779661018,5.481231641769409
11,0.1659322033898305,5.495840120315552
12,0.16779661016949152,5.48018953204155
13,0.16745762711864404,5.481172972917557
14,0.17135593220338982,5.476786279678345
15,0.16898305084745763,5.472577977180481
16,0.16881355932203387,5.485299384593963
17,0.1693220338983051,5.491994220018387
18,0.17152542372881358,5.484957271814347
19,0.16999999999999998,5.481235438585282
20,0.1705084745762712,5.485030996799469
21,0.16966101694915253,5.472753518819809
22,0.171864406779661,5.474437195062637
23,0.17203389830508475,5.484987008571625
24,0.17,5.481478065252304
25,0.16779661016949154,5.470087254047394
26,0.16999999999999998,5.463345605134964
27,0.16983050847457626,5.479268878698349
28,0.168135593220339,5.473287516832352
29,0.16762711864406782,5.476932007074356
30,0.16728813559322034,5.468180114030838
