Round,AvgAccuracy,AvgLoss
1,0.19711864406779658,5.407512724399567
2,0.17322033898305086,5.426452493667602
3,0.17474576271186443,5.418606281280518
4,0.1716949152542373,5.424715685844421
5,0.17559322033898309,5.407219535112381
6,0.17220338983050848,5.41176866889
7,0.17372881355932204,5.407769125699997
8,0.1752542372881356,5.3972388982772825
9,0.17423728813559322,5.392118448019028
10,0.1705084745762712,5.393749248981476
11,0.17423728813559322,5.402066832780838
12,0.16847457627118645,5.395218116044998
13,0.17440677966101695,5.395779883861541
14,0.17186440677966103,5.394572359323502
15,0.17203389830508475,5.386628645658493
16,0.171864406779661,5.3863007664680485
17,0.17423728813559322,5.3693771183490755
18,0.1733898305084746,5.390615576505661
19,0.17372881355932207,5.385652607679367
20,0.17728813559322035,5.398075890541077
21,0.16406779661016951,5.416895389556885
22,0.16610169491525423,5.405363214015961
23,0.1774576271186441,5.392118591070175
24,0.16728813559322034,5.381192821264267
25,0.16322033898305086,5.390022283792495
26,0.1754237288135593,5.402947694063187
27,0.16033898305084746,5.393003517389298
28,0.17762711864406777,5.362083965539933
29,0.20440677966101692,5.37787801027298
30,0.2098305084745763,5.374299049377441
