Round,Client,Distance,P,I,D,PID,Threshold,Status,Pruning_Active,Expected_Malicious
1,client0,0.006913802347055125,0.010370703520582688,0.0006913802347055125,0.0,0.0110620837552882,0.016009852621901417,NORMAL,False,True
1,client1,0.006497808622713954,0.009746712934070931,0.0006497808622713954,0.0,0.010396493796342327,0.016009852621901417,NORMAL,False,True
1,client2,0.00663970250791063,0.009959553761865945,0.0006639702507910631,0.0,0.010623524012657008,0.016009852621901417,NORMAL,False,True
1,client3,0.011998360325956695,0.017997540488935045,0.0011998360325956696,0.0,0.019197376521530713,0.016009852621901417,NORMAL,False,True
1,client4,0.007398951389502062,0.011098427084253092,0.0007398951389502062,0.0,0.011838322223203298,0.016009852621901417,NORMAL,False,False
1,client5,0.007465483267848095,0.011198224901772143,0.0007465483267848095,0.0,0.011944773228556952,0.016009852621901417,NORMAL,False,False
1,client6,0.008273576150913843,0.012410364226370766,0.0008273576150913844,0.0,0.01323772184146215,0.016009852621901417,NORMAL,False,False
1,client7,0.007084410122520247,0.01062661518378037,0.0007084410122520247,0.0,0.011335056196032395,0.016009852621901417,NORMAL,False,False
1,client8,0.007480763555434613,0.01122114533315192,0.0007480763555434613,0.0,0.01196922168869538,0.016009852621901417,NORMAL,False,False
1,client9,0.007910474700256201,0.011865712050384301,0.0007910474700256201,0.0,0.012656759520409922,0.016009852621901417,NORMAL,False,False
1,client10,0.007143347287537397,0.010715020931306095,0.0007143347287537397,0.0,0.011429355660059835,0.016009852621901417,NORMAL,False,False
1,client11,0.006745747363977046,0.01011862104596557,0.0006745747363977047,0.0,0.010793195782363273,0.016009852621901417,NORMAL,False,False
1,client12,0.006668220278840318,0.010002330418260477,0.0006668220278840319,0.0,0.010669152446144508,0.016009852621901417,NORMAL,False,False
1,client13,0.008922027311149043,0.013383040966723565,0.0008922027311149043,0.0,0.01427524369783847,0.016009852621901417,NORMAL,False,False
1,client14,0.006809813808798571,0.010214720713197857,0.0006809813808798572,0.0,0.010895702094077715,0.016009852621901417,NORMAL,False,False
1,client15,0.0072526836811565585,0.010879025521734838,0.0007252683681156558,0.0,0.011604293889850494,0.016009852621901417,NORMAL,False,False
1,client16,0.009273143833022914,0.013909715749534372,0.0009273143833022914,0.0,0.014837030132836663,0.016009852621901417,NORMAL,False,False
1,client17,0.007118460540765588,0.010677690811148381,0.0007118460540765588,0.0,0.01138953686522494,0.016009852621901417,NORMAL,False,False
1,client18,0.011301677471294928,0.01695251620694239,0.0011301677471294929,0.0,0.018082683954071883,0.016009852621901417,NORMAL,False,False
1,client19,0.006963684857070998,0.010445527285606496,0.0006963684857070998,0.0,0.011141895771313597,0.016009852621901417,NORMAL,False,False
2,client6,0.0072201253242986695,0.010830187986448005,0.0015493701475212513,-0.0008427606612921392,0.011536797472677118,0.01748156292460637,NORMAL,False,False
2,client10,0.007779430388831572,0.011669145583247359,0.001492277767636897,0.0005088664810353402,0.013670289831919596,0.01748156292460637,NORMAL,False,False
2,client16,0.008893666030716205,0.013340499046074308,0.001816680986373912,-0.0003035822418453668,0.014853597790602854,0.01748156292460637,NORMAL,False,False
2,client9,0.007683208890516326,0.01152481333577449,0.0015593683590772527,-0.00018181264779189993,0.012902369047059842,0.01748156292460637,NORMAL,False,False
2,client18,0.007461411619729953,0.01119211742959493,0.0018763089091024883,-0.0030722126812519797,0.009996213657445439,0.01748156292460637,NORMAL,False,False
2,client1,0.006768382249432751,0.010152573374149126,0.0013266190872146706,0.00021645890137503775,0.011695651362738835,0.01748156292460637,NORMAL,False,True
2,client13,0.007876527471061252,0.011814791206591877,0.0016798554782210297,-0.0008363998720702329,0.012658246812742673,0.01748156292460637,NORMAL,False,False
2,client0,0.007069257311951797,0.010603885967927695,0.0013983059659006922,0.00012436397191733714,0.012126555905745724,0.01748156292460637,NORMAL,False,True
2,client7,0.007506916963262837,0.011260375444894256,0.0014591327085783086,0.0003380054725940725,0.013057513626066638,0.01748156292460637,NORMAL,False,False
2,client14,0.007090401387687097,0.010635602081530646,0.001390021519648567,0.00022447006311082098,0.012250093664290035,0.01748156292460637,NORMAL,False,False
2,client2,0.006837584740094964,0.010256377110142446,0.0013477287248005597,0.00015830578574746736,0.011762411620690473,0.01748156292460637,NORMAL,False,True
2,client12,0.008868892735980304,0.013303339103970456,0.0015537113014820623,0.001760537965711989,0.016617588371164508,0.01748156292460637,NORMAL,False,False
2,client4,0.00800165938861539,0.012002489082923083,0.0015400610778117452,0.0004821663992906622,0.01402471656002549,0.01748156292460637,NORMAL,False,False
2,client17,0.006539295905421293,0.00980894385813194,0.0013657756446186881,-0.0004633317082754357,0.010711387794475192,0.01748156292460637,NORMAL,False,False
2,client11,0.007443550149031536,0.011165325223547304,0.0014189297513008585,0.0005582422280435922,0.013142497202891755,0.01748156292460637,NORMAL,False,False
2,client3,0.007170973507349451,0.010756460261024177,0.0019169333833306147,-0.0038619094548857954,0.008811484189468996,0.01748156292460637,NORMAL,False,True
2,client5,0.010921293995020705,0.01638194099253106,0.00183867772628688,0.0027646485817380884,0.020985267300556026,0.01748156292460637,NORMAL,False,False
2,client8,0.008884735451326288,0.013327103176989433,0.0016365499006760903,0.0011231775167133405,0.016086830594378865,0.01748156292460637,NORMAL,False,False
2,client15,0.008660676434776358,0.012991014652164536,0.0015913360115932917,0.0011263942028958398,0.015708744866653666,0.01748156292460637,NORMAL,False,False
2,client19,0.00884961898520006,0.01327442847780009,0.001581330384227106,0.0015087473025032503,0.016364506164530446,0.01748156292460637,NORMAL,False,False
3,client19,0.007137980151766679,0.010706970227650018,0.002295128399403774,-0.0013693110667467056,0.011632787560307088,0.02137740393259692,NORMAL,False,False
3,client14,0.011496328805867683,0.017244493208801524,0.0025396544002353355,0.0035247419345444692,0.023308889543581332,0.02137740393259692,NORMAL,False,False
3,client7,0.006859670688731391,0.010289506033097088,0.002145099777451448,-0.0005177970196251568,0.01191680879092338,0.02137740393259692,NORMAL,False,False
3,client8,0.008762958295940879,0.01314443744391132,0.002512845730270178,-9.742172430832752e-05,0.01555986144987317,0.02137740393259692,NORMAL,False,False
3,client4,0.006756100690735136,0.010134151036102703,0.002215671146885259,-0.000996446958304203,0.011353375224683758,0.02137740393259692,NORMAL,False,False
3,client15,0.0071597801031811955,0.010739670154771792,0.0023073140219114115,-0.0012007170652761302,0.011846267111407073,0.02137740393259692,NORMAL,False,False
3,client17,0.006917860765105462,0.010376791147658193,0.0020575617211292343,0.0003028518877473352,0.012737204756534762,0.02137740393259692,NORMAL,False,False
3,client6,0.00944155465884257,0.014162331988263856,0.0024935256134055086,0.0017771434676351209,0.018433001069304483,0.02137740393259692,NORMAL,False,False
3,client3,0.009197871108969835,0.013796806663454751,0.002836720494227598,0.0016215180812963069,0.018255045238978654,0.02137740393259692,NORMAL,False,True
3,client10,0.008296142460480771,0.012444213690721156,0.002321892013684974,0.0004133696573193589,0.01517947536172549,0.02137740393259692,NORMAL,False,False
3,client12,0.008241443854408833,0.01236216578161325,0.0023778556869229455,-0.0005019591052571771,0.014238062363279017,0.02137740393259692,NORMAL,False,False
3,client11,0.00764632073449665,0.011469481101744975,0.0021835618247505236,0.00016221646837209086,0.01381525939486759,0.02137740393259692,NORMAL,False,False
3,client13,0.01356602258633187,0.020349033879497807,0.0030364577368542168,0.0045515960922164955,0.02793708770856852,0.02137740393259692,NORMAL,False,False
3,client18,0.006895265760717917,0.010342898641076875,0.00256583548517428,-0.00045291668720962925,0.012455817439041526,0.02137740393259692,NORMAL,False,False
3,client9,0.007441989343233927,0.01116298401485089,0.002303567293400645,-0.00019297563782591927,0.013273575670425617,0.02137740393259692,NORMAL,False,False
3,client16,0.009611017962314897,0.014416526943472346,0.002777782782605402,0.0005738815452789537,0.0177681912713567,0.02137740393259692,NORMAL,False,False
3,client0,0.007615986651130913,0.01142397997669637,0.0021599046310137836,0.00043738347134329313,0.014021268079053448,0.02137740393259692,NORMAL,False,True
3,client1,0.007169762797400903,0.010754644196101355,0.002043595366954761,0.00032110443837452126,0.013119344001430637,0.02137740393259692,NORMAL,False,True
3,client2,0.007639181909269781,0.011458772863904673,0.002111646915727538,0.0006412777353398535,0.014211697514972064,0.02137740393259692,NORMAL,False,True
3,client5,0.00724567541507344,0.01086851312261016,0.002563245267794224,-0.002940494863957812,0.010491263526446573,0.02137740393259692,NORMAL,False,False
4,client14,0.009221687322489805,0.013832530983734707,0.003461823132484316,-0.0018197131867023029,0.015474640929516722,0.021223561110988998,NORMAL,False,False
4,client17,0.008689644706987186,0.013034467060480778,0.002926526191827953,0.001417427153505379,0.017378420405814107,0.021223561110988998,NORMAL,False,False
4,client6,0.008232188046492088,0.01234828206973813,0.0033167444180547175,-0.0009674932898803862,0.01469753319791246,0.021223561110988998,NORMAL,False,False
4,client13,0.00806327700300103,0.012094915504501546,0.0038427854371543197,-0.004402196466664672,0.011535504474991194,0.021223561110988998,NORMAL,False,False
4,client2,0.00756872129880957,0.011353081948214355,0.002868519045608495,-5.6368488368169214e-05,0.014165232505454681,0.021223561110988998,NORMAL,False,True
4,client10,0.009403184804973319,0.014104777207459979,0.003262210494182306,0.0008856338755940385,0.018252621577236325,0.021223561110988998,NORMAL,False,False
4,client8,0.00958789180138978,0.01438183770208467,0.0034716349104091564,0.0006599468043591212,0.018513419416852948,0.021223561110988998,NORMAL,False,False
4,client5,0.007559077072457767,0.011338615608686651,0.0033191529750400007,0.00025072132590746174,0.014908489909634113,0.021223561110988998,NORMAL,False,False
4,client18,0.012526832087122198,0.018790248130683296,0.0038185186938865,0.004505253061123426,0.027114019885693223,0.021223561110988998,NORMAL,False,False
4,client4,0.009892686898027863,0.014839030347041794,0.0032049398366880456,0.002509268965834182,0.020553239149564022,0.021223561110988998,NORMAL,False,False
4,client7,0.006762865360558558,0.010144298040837836,0.002821386313507304,-7.744426253826695e-05,0.012888240091806873,0.021223561110988998,NORMAL,False,False
4,client11,0.008595264572858252,0.012892896859287378,0.003043088282036349,0.0007591550706892818,0.01669514021201301,0.021223561110988998,NORMAL,False,False
4,client3,0.008609804484248678,0.012914706726373017,0.003697700942652466,-0.00047045329977692536,0.01614195436924856,0.021223561110988998,NORMAL,False,True
4,client1,0.008673899844211151,0.013010849766316727,0.002910985351375876,0.0012033096374481989,0.0171251447551408,0.021223561110988998,NORMAL,False,True
4,client12,0.00915021391178611,0.013725320867679164,0.0032928770781015565,0.000727016045901821,0.01774521399168254,0.021223561110988998,NORMAL,False,False
4,client16,0.007385869544309708,0.011078804316464562,0.0035163697370363726,-0.0017801187344041514,0.012815055319096784,0.021223561110988998,NORMAL,False,False
4,client19,0.007270744226742949,0.010906116340114423,0.0030222028220780687,0.00010621125998101639,0.014034530422173508,0.021223561110988998,NORMAL,False,False
4,client15,0.00706824148974,0.010602362234609999,0.0030141381708854113,-7.323089075295664e-05,0.013543269514742454,0.021223561110988998,NORMAL,False,False
4,client9,0.008269682591795304,0.012404523887692956,0.0031305355525801755,0.0006621545988491018,0.01619721403912223,0.021223561110988998,NORMAL,False,False
4,client0,0.008252499986489954,0.01237874997973493,0.002985154629662779,0.0005092106682872327,0.01587311527768494,0.021223561110988998,NORMAL,False,True
5,client17,0.007672863303017361,0.011509294954526041,0.0036938125221296888,-0.0008134251231758601,0.01438968235347987,0.020702568120242196,NORMAL,True,False
5,client8,0.007356209123687163,0.011034313685530744,0.004207255822777873,-0.001785346142162094,0.013456223366146523,0.020702568120242196,NORMAL,True,False
5,client16,0.0074105390209824986,0.011115808531473748,0.004257423639134623,1.9735581338232307e-05,0.015392967751946604,0.020702568120242196,NORMAL,True,False
5,client6,0.007695453482651065,0.011543180223976598,0.004086289766319824,-0.0004293876510728184,0.015200082339223603,0.020702568120242196,NORMAL,True,False
5,client14,0.011645578352616481,0.017468367528924722,0.004626380967745964,0.0019391128241013412,0.02403386132077203,0.020702568120242196,MALICIOUS,True,False
5,client1,0.006751678177028381,0.010127517265542571,0.003586153169078714,-0.0015377773337462161,0.012175893100875069,0.020702568120242196,NORMAL,True,True
5,client4,0.006927667506746062,0.010391501260119094,0.003897706587362652,-0.0023720155130254415,0.011917192334456305,0.020702568120242196,NORMAL,True,False
5,client0,0.010350975955421227,0.01552646393313184,0.004020252225204902,0.0016787807751450182,0.02122549693348176,0.020702568120242196,MALICIOUS,True,True
5,client11,0.007799281742330292,0.011698922613495437,0.003823016456269378,-0.0006367862644223684,0.014885152805342448,0.020702568120242196,NORMAL,True,False
5,client15,0.007283051788133907,0.01092457768220086,0.003742443349698802,0.0001718482387151256,0.014838869270614789,0.020702568120242196,NORMAL,True,False
5,client19,0.008518059918164001,0.012777089877246002,0.0038740088138944687,0.0009978525531368417,0.017648951244277313,0.020702568120242196,NORMAL,True,False
5,client12,0.0074156985732291205,0.01112354785984368,0.0040344469354244685,-0.001387612270845591,0.013770382524422557,0.020702568120242196,NORMAL,True,False
5,client3,0.006849360460157802,0.010274040690236703,0.004382636988668247,-0.0014083552192727007,0.013248322459632249,0.020702568120242196,NORMAL,True,True
5,client18,0.0096613499275084,0.0144920248912626,0.00478465368663734,-0.002292385727691039,0.016984292850208898,0.020702568120242196,NORMAL,True,False
5,client5,0.010444229171009163,0.015666343756513743,0.004363575892140917,0.0023081216788411163,0.022338041327495776,0.020702568120242196,MALICIOUS,True,False
5,client7,0.006969189649327255,0.010453784473990882,0.0035183052784400295,0.0001650594310149578,0.01413714918344587,0.020702568120242196,NORMAL,True,False
5,client10,0.0075760118111313415,0.011364017716697011,0.00401981167529544,-0.0014617383950735821,0.013922090996918868,0.020702568120242196,NORMAL,True,False
5,client2,0.007737056133129792,0.011605584199694688,0.0036422246589214746,0.00013466786745617784,0.01538247672607234,0.020702568120242196,NORMAL,True,True
5,client9,0.007267195391768369,0.010900793087652554,0.0038572550917570126,-0.000801989760021548,0.013956058419388018,0.020702568120242196,NORMAL,True,False
5,client13,0.008664894108496426,0.01299734116274464,0.0047092748480039625,0.00048129368439631673,0.01818790969514492,0.020702568120242196,NORMAL,True,False
6,client2,0.008634470383704117,0.012951705575556176,0.004505671697291887,0.0007179314004594602,0.018175308673307522,0.024273271181643526,NORMAL,True,True
6,client0,0.008243536323807837,0.012365304485711756,0.004844605857585686,-0.0016859517052907115,0.01552395863800673,0.024273271181643526,NORMAL,True,True
6,client9,0.008111432501949085,0.012167148752923627,0.004668398341951921,0.0006753896881445724,0.01751093678302012,0.024273271181643526,NORMAL,True,False
6,client17,0.007794286637365113,0.01169142995604767,0.0044732411858662,9.713866747820197e-05,0.01626180980939207,0.024273271181643526,NORMAL,True,False
6,client6,0.008462239012435207,0.01269335851865281,0.004932513667563345,0.0006134284238273141,0.018239300610043467,0.024273271181643526,NORMAL,True,False
6,client18,0.010679883885078081,0.016019825827617122,0.005852642075145148,0.0008148271660557455,0.022687295068818017,0.024273271181643526,NORMAL,True,False
6,client8,0.009150123200327362,0.013725184800491043,0.005122268142810609,0.0014351312613121595,0.02028258420461381,0.024273271181643526,NORMAL,True,False
