Round,AvgAccuracy,AvgLoss
1,0.15000000000000002,1.7886821568012237
2,0.1800000000000001,1.7922464191913605
3,0.24000000000000005,1.7792223632335662
4,0.22000000000000003,1.7932002305984498
5,0.2,1.7959753096103668
6,0.12000000000000002,1.7959484517574311
7,0.18000000000000005,1.7998750805854797
8,0.2,1.8045386970043182
9,0.18000000000000008,1.7692016541957856
10,0.20000000000000004,1.8042809128761292
11,0.2800000000000001,1.7517393410205842
12,0.27999999999999997,1.7516737639904023
13,0.18000000000000002,1.7766941964626313
14,0.15000000000000002,1.807024312019348
15,0.26,1.7602827370166778
16,0.25000000000000006,1.7991349041461944
17,0.23000000000000004,1.7786626994609833
18,0.26,1.752528864145279
19,0.21000000000000002,1.7755541026592254
20,0.24000000000000007,1.773256880044937
