round,accuracy,loss
1,0.13333333333333333,1.8057103753089905
2,0.1,1.7970005869865417
3,0.13333333333333333,1.7921388745307922
4,0.1,1.7924103736877441
5,0.16666666666666669,1.7941495776176453
