Round,AvgAccuracy,AvgLoss
1,0.24966101694915252,5.378441697359085
2,0.27694915254237285,5.439771664142609
3,0.20813559322033898,5.466772729158402
4,0.17915254237288133,5.448988288640976
5,0.17067796610169492,5.476289558410644
6,0.14711864406779662,5.50223298072815
7,0.16389830508474576,5.514174211025238
8,0.18440677966101696,5.5128035843372345
9,0.19406779661016949,5.542239755392075
10,0.1810169491525424,5.529497653245926
11,0.1861016949152542,5.504644340276718
12,0.21016949152542372,5.513699585199356
13,0.17593220338983048,5.478180986642838
14,0.17576271186440678,5.51458107829094
15,0.21796610169491526,5.531314295530319
16,0.21322033898305082,5.518522834777832
17,0.16932203389830508,5.501530212163925
18,0.24728813559322033,5.515114653110504
19,0.26254237288135596,5.539859944581986
20,0.2598305084745763,5.527482038736343
21,0.17254237288135596,5.465706676244736
22,0.16779661016949152,5.464729201793671
23,0.20593220338983048,5.483531242609024
24,0.22949152542372878,5.458174169063568
25,0.2623728813559322,5.4713041365146635
26,0.2064406779661017,5.453240895271302
27,0.2506779661016949,5.443874990940094
28,0.18118644067796613,5.473507142066955
29,0.18847457627118647,5.446037840843201
30,0.15966101694915255,5.4513966083526615
31,0.22338983050847455,5.433751022815704
32,0.20745762711864407,5.459748047590256
33,0.2496610169491525,5.41060311794281
34,0.1798305084745763,5.434516203403473
35,0.27016949152542374,5.389172548055649
36,0.1728813559322034,5.358387047052384
37,0.16999999999999998,5.366593819856644
38,0.1705084745762712,5.363401538133621
39,0.16745762711864406,5.388287752866745
40,0.16796610169491527,5.37407301068306
41,0.168135593220339,5.367511188983917
42,0.1705084745762712,5.359852600097656
43,0.17152542372881358,5.382811433076858
44,0.168135593220339,5.3577756702899935
45,0.1676271186440678,5.363346725702286
46,0.16999999999999998,5.375339341163635
47,0.16983050847457629,5.374614322185517
48,0.1705084745762712,5.35142719745636
49,0.1735593220338983,5.349087876081467
50,0.1693220338983051,5.358397042751312
