Round,AvgAccuracy,AvgLoss
1,0.22000000000000003,1.7821219742298127
2,0.21000000000000002,1.786838525533676
3,0.21000000000000002,1.7686759769916534
4,0.25000000000000006,1.7534745931625366
5,0.32,1.7178063154220582
6,0.27,1.6845820188522338
7,0.38,1.5911579072475432
8,0.43999999999999995,1.4529233157634736
9,0.5,1.3276722520589828
10,0.56,1.334883564710617
11,0.6800000000000002,1.2672973155975342
12,0.61,1.3655073374509812
13,0.7000000000000002,1.1323991566896439
14,0.7,1.1219029799103737
15,0.72,1.0850600197911262
16,0.7900000000000001,0.9369079262018204
17,0.75,1.0015439867973328
18,0.74,0.9201949194073678
19,0.71,1.0750847518444062
20,0.69,1.2165262162685395
