Round,AvgAccuracy,AvgLoss
1,0.10999999999999999,1.781770795583725
2,0.2900000000000001,1.7986111283302306
3,0.33000000000000007,1.8059340238571167
4,0.29000000000000004,1.790878987312317
5,0.45000000000000007,1.7340071976184845
6,0.4600000000000001,1.6990443527698518
7,0.42000000000000004,1.5924128592014313
8,0.5800000000000002,1.156310287117958
9,0.5799999999999998,1.0106550753116608
10,0.7200000000000002,0.8565357878804207
11,0.8700000000000001,0.6062407858669758
12,0.9200000000000002,0.5218547649681569
13,0.9400000000000001,0.3118636138737202
14,0.9399999999999998,0.28848935291171074
15,0.9800000000000001,0.18843238279223443
16,0.9400000000000002,0.32163502629846336
17,0.9500000000000002,0.1816203821450472
18,0.9400000000000002,0.1578375117853284
19,0.9700000000000001,0.14496156414970757
20,0.9700000000000001,0.1250454369932413
21,0.9800000000000001,0.09677142212167382
22,0.9700000000000001,0.1405878746882081
23,0.9800000000000001,0.09794988040812314
24,0.99,0.04986825599335134
25,0.9700000000000001,0.10276157343760133
26,0.9800000000000001,0.0977988034952432
27,0.97,0.09567589880898594
28,1.0,0.038167618308216335
29,0.99,0.07292888760566711
30,0.9800000000000001,0.06966641033068299
