Round,AvgAccuracy,AvgLoss
1,0.16000000000000003,1.7857240378856658
2,0.10999999999999999,1.7997490823268891
3,0.11000000000000001,1.806339293718338
4,0.15,1.8085842430591583
5,0.15000000000000002,1.8010556519031524
6,0.14,1.8004236400127411
7,0.15000000000000002,1.8004747867584228
8,0.07999999999999999,1.806665688753128
9,0.21000000000000002,1.7861352682113647
10,0.18,1.7853307247161865
11,0.19000000000000003,1.7574682116508484
12,0.18,1.7684947788715362
13,0.19,1.7683935701847076
14,0.23000000000000007,1.7410667777061462
15,0.2700000000000001,1.7321388363838195
16,0.22000000000000003,1.739649736881256
17,0.19,1.744407743215561
18,0.19,1.736122763156891
19,0.22000000000000006,1.729676651954651
20,0.18000000000000005,1.7447053372859955
