Round,AvgAccuracy,AvgLoss
1,0.26,1.7962686181068421
2,0.21000000000000002,1.7778805494308472
3,0.38000000000000006,1.7411276161670686
4,0.39000000000000007,1.7171581625938415
5,0.38,1.6032110154628754
6,0.37,1.6035807430744171
7,0.44000000000000006,1.4495357930660249
8,0.39,1.4198138266801834
9,0.55,1.1541992977261544
10,0.6699999999999998,0.8407860398292542
11,0.9000000000000001,0.5551038086414337
12,0.9600000000000002,0.4213994987308979
13,0.9600000000000002,0.3543901786208153
14,0.9200000000000002,0.3320140101015568
15,0.96,0.19624468237161635
16,0.9700000000000001,0.23575023040175438
17,0.97,0.14388406220823527
18,0.99,0.1271071788854897
19,0.99,0.10631423406302928
20,0.9800000000000001,0.11169307976961136
