round,accuracy,loss
1,0.26666666666666666,1.769580602645874
2,0.30000000000000004,1.784626066684723
3,0.03333333333333333,1.7951772212982178
4,0.13333333333333333,1.8120861649513245
5,0.1,1.8070014119148254
6,0.13333333333333333,1.7842440605163574
7,0.19999999999999998,1.8010995388031006
8,0.1,1.8052265048027039
9,0.23333333333333334,1.8035812377929688
10,0.13333333333333333,1.8063280582427979
