Round,AvgAccuracy,AvgLoss
1,0.14779661016949153,5.37559027671814
2,0.1793220338983051,5.324531465768814
3,0.13966101694915256,5.339240676164627
4,0.19542372881355935,5.315296578407287
5,0.17152542372881358,5.322901493310928
6,0.17915254237288136,5.305326128005982
7,0.2122033898305085,5.306542277336121
8,0.22661016949152543,5.298551452159882
9,0.18322033898305085,5.306251060962677
10,0.18983050847457628,5.30118847489357
11,0.24423728813559326,5.299569094181061
12,0.2388135593220339,5.310919636487961
13,0.31152542372881353,5.299345475435257
14,0.2798305084745762,5.336149364709854
15,0.28813559322033894,5.333523172140121
16,0.2798305084745763,5.311147439479828
17,0.30457627118644065,5.339531350135803
18,0.27423728813559317,5.335604554414749
19,0.24898305084745767,5.344656980037689
20,0.27881355932203383,5.353612196445465
21,0.30983050847457627,5.338795220851898
22,0.29440677966101697,5.328565174341202
23,0.29271186440677965,5.327558356523514
24,0.33016949152542374,5.329765278100967
25,0.303728813559322,5.3160290122032166
26,0.23491525423728815,5.321918308734894
27,0.23576271186440678,5.328128832578659
28,0.2628813559322034,5.333729553222656
29,0.25881355932203387,5.3307265639305115
30,0.2532203389830509,5.316372448205948
