Round,AvgAccuracy,AvgLoss
1,0.18033898305084753,5.430784213542938
2,0.17711864406779662,5.470434027910232
3,0.16898305084745763,5.514067524671555
4,0.16677966101694916,5.553948223590851
5,0.16966101694915253,5.572564297914505
6,0.16915254237288133,5.574827647209167
7,0.16694915254237286,5.598378837108612
8,0.16932203389830508,5.57757585644722
9,0.16881355932203387,5.568621671199798
10,0.12288135593220341,5.553270214796067
11,0.14576271186440679,5.5434375166893
12,0.14305084745762714,5.543920052051544
13,0.11983050847457626,5.575294095277786
14,0.16762711864406782,5.546603053808212
15,0.1576271186440678,5.536015903949737
16,0.14711864406779662,5.543755114078522
17,0.14338983050847456,5.536956381797791
18,0.1183050847457627,5.551183170080185
19,0.0971186440677966,5.5318145751953125
20,0.07305084745762712,5.538979917764664
21,0.06999999999999999,5.512440806627273
22,0.08864406779661017,5.509659194946289
23,0.10101694915254236,5.4907336175441745
24,0.09084745762711863,5.48382129073143
25,0.11220338983050847,5.474841225147247
26,0.08169491525423729,5.4676608979702
27,0.08847457627118645,5.480523467063904
28,0.1606779661016949,5.4712663173675535
29,0.1247457627118644,5.463005459308624
30,0.138135593220339,5.460875594615937
