Round,AvgAccuracy,AvgLoss
1,0.18,1.7932016909122468
2,0.23666666666666672,1.784168779850006
3,0.21000000000000002,1.7936289429664611
4,0.16666666666666666,1.7924863636493682
5,0.16333333333333336,1.7935362458229065
6,0.1733333333333334,1.7876964330673217
7,0.1766666666666667,1.7763178825378418
8,0.13333333333333336,1.7890910804271698
9,0.18000000000000002,1.765517657995224
10,0.18333333333333335,1.7664677619934082
11,0.16,1.7791700303554534
12,0.15333333333333338,1.7836150050163269
13,0.12333333333333332,1.8039623618125915
14,0.14,1.807440847158432
15,0.13666666666666666,1.8086632192134857
16,0.14,1.8085487127304076
17,0.14000000000000004,1.8072155952453612
18,0.18666666666666668,1.777737122774124
19,0.18000000000000002,1.7768318057060242
20,0.15666666666666668,1.8042614221572877
