Client,Round,Accuracy,Loss
0,1,0.023728813559322,5.20422255992889
0,2,0,5.10551381111145
0,3,0,5.18927431106567
0,4,0,6.53682827949524
0,5,0,5.36440908908844
0,6,0,6.71713328361511
0,7,0,6.81975269317627
0,8,0,6.70084547996521
0,9,0,4.78990578651428
0,10,0.508474576271186,4.72287201881409
0,11,0.538983050847458,4.78792452812195
0,12,0,6.6435329914093
0,13,0,5.06461691856384
0,14,0,5.93773138523102
0,15,0,6.56628084182739
0,16,0,6.57468008995056
0,17,0,6.61752915382385
0,18,0,5.12220847606659
0,19,0,6.57338190078735
0,20,0.186440677966102,4.34953033924103
0,21,0.108474576271186,4.81969618797302
0,22,0,6.40462875366211
0,23,0.172881355932203,5.59988844394684
0,24,0,6.28715896606445
0,25,0.694915254237288,4.61769533157349
0,26,0,6.19509792327881
0,27,0.179661016949153,4.50673258304596
0,28,0,5.19353091716766
0,29,0,6.0349692106247
0,30,0,5.9900096654892
1,1,0.613559322033898,4.9389169216156
1,2,0,5.0908191204071
1,3,0,6.30446028709412
1,4,0,6.62614226341248
1,5,0.989830508474576,3.97952878475189
1,6,0,5.65359175205231
1,7,0,4.80296790599823
1,8,0,5.87472665309906
1,9,0,5.36093807220459
1,10,0,5.96207535266876
1,11,0,5.29442965984345
1,12,0.00338983050847458,4.76288402080536
1,13,0.664406779661017,4.11969649791718
1,14,0,5.24943852424622
1,15,0,6.52347493171692
1,16,0,6.02226996421814
1,17,0,5.63202357292175
1,18,0.657627118644068,4.15002655982971
1,19,0,6.49921345710754
1,20,0,6.59015274047852
1,21,0,5.12283778190613
1,22,0.474576271186441,4.60743522644043
1,23,0,5.14803731441498
1,24,0.522033898305085,4.62322998046875
1,25,0,6.16678309440613
1,26,0.111864406779661,5.04774832725525
1,27,0,6.40350031852722
1,28,0,5.18375062942505
1,29,0,6.0276426076889
1,30,0,5.04923033714294
2,1,0,5.05420088768005
2,2,0,5.59930503368378
2,3,0.606779661016949,4.70597994327545
2,4,0,5.92602407932282
2,5,0,5.7009584903717
2,6,0,6.6619725227356
2,7,0.993220338983051,3.89603400230408
2,8,0.996610169491526,3.92170286178589
2,9,0,5.87662696838379
2,10,0,6.63320255279541
2,11,0,6.50253248214722
2,12,0.0101694915254237,4.9380441904068
2,13,0,5.06757426261902
2,14,0,6.56773400306702
2,15,0,4.96764862537384
2,16,0,5.08172130584717
2,17,0.898305084745763,4.07565248012543
2,18,0.532203389830509,4.71513175964356
2,19,0,6.5107798576355
2,20,0.294915254237288,4.54853928089142
2,21,0,6.4743504524231
2,22,0,5.89528381824493
2,23,0.522033898305085,4.5870258808136
2,24,0.0711864406779661,4.89493024349213
2,25,0,6.17095065116882
2,26,0.352542372881356,4.67062723636627
2,27,0,5.06851136684418
2,28,0,5.19009006023407
2,29,0.349152542372881,4.98045217990875
2,30,0.230508474576271,4.98865592479706
3,1,0,5.50614273548126
3,2,0.0372881355932203,4.89045441150665
3,3,0.979661016949153,4.29089963436127
3,4,0,5.54121506214142
3,5,0,6.74152040481567
3,6,0,5.47147119045258
3,7,0,4.79847276210785
3,8,0,5.06060302257538
3,9,0.993220338983051,3.91029477119446
3,10,0.0101694915254237,4.68860220909119
3,11,0.68135593220339,4.6935476064682
3,12,0,5.92362451553345
3,13,0,5.78801333904266
3,14,0,5.23471462726593
3,15,0.701694915254237,4.6865006685257
3,16,0,6.64373302459717
3,17,0.494915254237288,4.84777343273163
3,18,0,6.61004948616028
3,19,0,5.91981267929077
3,20,0,5.07639181613922
3,21,0,6.47762036323547
3,22,0.128813559322034,4.47037816047669
3,23,0,6.35592079162598
3,24,0,6.2784149646759
3,25,0.0677966101694915,5.07836723327637
3,26,0.193220338983051,4.50060856342316
3,27,0.389830508474576,4.65019142627716
3,28,0,6.19628286361694
3,29,0,5.084636926651
3,30,0.250847457627119,4.91250884532929
4,1,0,5.85967195034027
4,2,0,6.15620088577271
4,3,0,6.58058643341064
4,4,0,5.53254508972168
4,5,0,6.80523610115051
4,6,0,6.7132740020752
4,7,0,4.99776375293732
4,8,0.993220338983051,3.90592670440674
4,9,0,5.35956645011902
4,10,0,6.69308805465698
4,11,0,6.52343511581421
4,12,0,6.56240582466126
4,13,0,6.86358189582825
4,14,0,5.80116474628449
4,15,0,5.8995543718338
4,16,0.827118644067797,4.09985506534576
4,17,0,6.63747501373291
4,18,0,5.9967827796936
4,19,0,5.20541393756866
4,20,0,5.99903321266174
4,21,0,5.9206690788269
4,22,0.0813559322033898,4.89717400074005
4,23,0,6.35356616973877
4,24,0.0711864406779661,4.53193020820618
4,25,0.376271186440678,4.85488343238831
4,26,0,5.90305328369141
4,27,0.423728813559322,4.64620184898377
4,28,0,6.39341115951538
4,29,0.155932203389831,4.82965135574341
4,30,0,6.23324179649353
5,1,0,6.18912267684937
5,2,0,5.60236918926239
5,3,0,5.61262357234955
5,4,0.776271186440678,4.61986708641052
5,5,0,5.68601787090302
5,6,0,6.65161538124085
5,7,0,5.9118994474411
5,8,0,4.83903431892395
5,9,0,5.93559527397156
5,10,0,6.6248505115509
5,11,0,6.47549033164978
5,12,0.620338983050847,4.68688201904297
5,13,0,6.68407440185547
5,14,0,4.95189535617828
5,15,0,5.20526719093323
5,16,0,6.64909958839417
5,17,0.830508474576271,4.08271944522858
5,18,0,6.72078609466553
5,19,0,5.20130145549774
5,20,0,6.57719469070435
5,21,0.176271186440678,4.60739302635193
5,22,0,6.40996384620667
5,23,0.122033898305085,4.4672144651413
5,24,0.0508474576271187,5.11242592334747
5,25,0,5.96912229061127
5,26,0.122033898305085,5.55403292179108
5,27,0,5.05950748920441
5,28,0,6.38729023933411
5,29,0.149152542372881,4.68893921375275
5,30,0.515254237288136,4.67075943946838
6,1,0,5.50978374481201
6,2,0,6.52312469482422
6,3,0,6.30719089508057
6,4,0,5.53953802585602
6,5,0.00338983050847458,5.8821964263916
6,6,1,3.90040385723114
6,7,0,6.75534892082214
6,8,0,5.35436356067658
6,9,0,6.71667766571045
6,10,0.0135593220338983,4.7277535200119
6,11,0,6.49388384819031
6,12,0,6.65809226036072
6,13,0.542372881355932,4.66339361667633
6,14,0,4.79333579540253
6,15,0.572881355932203,4.83370244503021
6,16,0.569491525423729,4.83052861690521
6,17,0,5.98962593078613
6,18,0,6.73303031921387
6,19,0.0271186440677966,5.72255992889404
6,20,0,6.53334212303162
6,21,0,5.1144951581955
6,22,0,5.09521579742432
6,23,0,6.35950565338135
6,24,0,6.30071330070496
6,25,0,5.20490348339081
6,26,0,5.14613747596741
6,27,0,5.07230353355408
6,28,0,6.38700008392334
6,29,0.535593220338983,4.41874241828919
6,30,0,6.23389267921448
7,1,0.0779661016949153,5.03892910480499
7,2,0,6.15440630912781
7,3,0,4.93056678771973
7,4,0,5.55231010913849
7,5,0,5.01526868343353
7,6,0,6.65265703201294
7,7,0,6.82666683197022
7,8,0,6.64252376556397
7,9,0,6.61781311035156
7,10,0,5.14721179008484
7,11,0,5.85637652873993
7,12,0.00677966101694915,4.76515924930573
7,13,0,6.09564852714539
7,14,0,6.73160099983215
7,15,0,5.81030380725861
7,16,0,6.64218163490295
7,17,0,5.09268832206726
7,18,0.0271186440677966,4.82338154315949
7,19,0,6.57841277122498
