Client,Round,Accuracy,Loss
0,1,0.4,1.733854055404663
1,1,0.4,1.7380809783935547
2,1,0.2,1.780806303024292
3,1,0.2,1.78226637840271
4,1,0.4,1.7170308828353882
5,1,0.2,1.7326771020889282
6,1,0.0,1.7983518838882446
7,1,0.4,1.7215721607208252
8,1,0.4,1.724992036819458
9,1,0.2,1.7567517757415771
10,1,0.2,1.7527869939804077
11,1,0.0,1.7852224111557007
12,1,0.2,1.7859952449798584
13,1,0.4,1.776369333267212
14,1,0.8,1.6892601251602173
15,1,0.2,1.7576968669891357
16,1,0.2,1.762155294418335
17,1,0.4,1.7247095108032227
18,1,0.6,1.72987961769104
19,1,0.2,1.774029016494751
0,2,0.2,1.7710174322128296
1,2,0.2,1.7335083484649658
2,2,0.2,1.7949568033218384
3,2,0.4,1.7628085613250732
4,2,0.0,1.8791477680206299
5,2,0.6,1.7303117513656616
6,2,0.2,1.777575135231018
7,2,0.0,1.8227283954620361
8,2,0.4,1.6957998275756836
9,2,0.4,1.7475475072860718
10,2,0.4,1.7316879034042358
11,2,0.6,1.6907113790512085
12,2,0.2,1.8434669971466064
13,2,0.2,1.7674190998077393
14,2,0.2,1.7615655660629272
15,2,0.8,1.6716276407241821
16,2,0.4,1.714782476425171
17,2,0.4,1.7153440713882446
18,2,0.2,1.7384744882583618
19,2,0.0,1.794093370437622
0,3,0.2,1.8807865381240845
1,3,0.4,1.687130331993103
2,3,0.4,1.7301838397979736
3,3,0.4,1.7097060680389404
4,3,0.4,1.7296253442764282
5,3,0.2,1.7671144008636475
6,3,0.0,1.8950309753417969
7,3,0.2,1.8267300128936768
8,3,0.2,1.8555963039398193
9,3,0.4,1.6994211673736572
10,3,0.0,1.764784812927246
11,3,0.4,1.6644376516342163
12,3,0.2,1.79263436794281
13,3,0.4,1.7038490772247314
14,3,0.2,1.83059561252594
15,3,0.0,1.8111568689346313
16,3,0.4,1.6523351669311523
17,3,0.4,1.6527591943740845
18,3,0.0,1.7422895431518555
