Round,AvgAccuracy,AvgLoss
1,0.09067796610169492,5.399320185184479
2,0.14694915254237287,5.44377618432045
3,0.05932203389830508,5.435790002346039
4,0.128135593220339,5.461916595697403
5,0.10101694915254236,5.445548415184021
6,0.07169491525423728,5.497113341093064
7,0.16830508474576272,5.42220521569252
8,0.16677966101694913,5.399414342641831
9,0.1369491525423729,5.4156974911689755
10,0.16220338983050847,5.479560160636902
11,0.17101694915254234,5.440138429403305
12,0.16999999999999998,5.394938117265701
13,0.16813559322033897,5.449343627691269
14,0.16779661016949152,5.452933138608932
15,0.16796610169491527,5.416831761598587
16,0.19203389830508474,5.434019833803177
17,0.17237288135593218,5.407809072732926
18,0.16915254237288135,5.386453753709793
19,0.16779661016949152,5.384972953796387
20,0.17203389830508475,5.390649884939194
