Round,AvgAccuracy,AvgLoss
1,0.0475,3.54639054536819
2,0.3765,3.45766057372093
3,0.3755,3.34605123996735
4,0.40075,3.20620499253273
5,0.3665,3.0656810760498
6,0.43275,2.8845412671566
7,0.4975,2.54070915579796
8,0.565,2.17965832650661
9,0.71325,1.65117493867874
10,0.8295,1.19008038640022
