Round,AvgAccuracy,AvgLoss
1,0.24775,3.576682847738266
2,0.18150000000000002,3.5412563502788545
3,0.352,3.4735047578811646
4,0.43674999999999997,3.384824848175049
5,0.4727499999999999,3.1707619965076446
6,0.49474999999999997,2.951226478815079
7,0.49449999999999994,2.7297810077667237
8,0.5555000000000001,2.374898707866669
9,0.6565000000000001,1.9977563738822937
10,0.777,1.498180079460144
