Round,AvgAccuracy,AvgLoss
1,0.30274999999999996,3.5627514898777006
2,0.27399999999999997,3.535744363069534
3,0.33225000000000005,3.5337133347988128
4,0.33649999999999997,3.462187957763672
5,0.44725000000000004,3.397610014677048
6,0.4165,3.257982850074768
7,0.40375000000000005,3.088489705324173
8,0.4685,2.8131360948085784
9,0.529,2.41619388461113
10,0.6882500000000003,1.9778383433818818
