Round,AvgAccuracy,AvgLoss
1,0.253,3.54734759926796
2,0.19275,3.49233860373497
3,0.213,3.42618287205696
4,0.25275,3.35075479745865
5,0.314,3.215820145607
6,0.4025,2.94675429463387
7,0.4795,2.61394547224045
8,0.6125,2.16218701303005
9,0.7655,1.68486772477627
10,0.9025,1.17592439502478
