Round,AvgAccuracy,AvgLoss
1,0.17099999999999999,3.5560850918293
2,0.4345,3.5175738394260407
3,0.27825,3.4688908219337464
4,0.29974999999999996,3.4172152817249297
5,0.351,3.324709564447403
6,0.4335,3.151903140544891
7,0.48875000000000013,2.8878620147705076
8,0.514,2.501338231563568
9,0.58025,2.0336169719696047
10,0.7594999999999998,1.5242863297462463
