Client,Round,Accuracy,Loss
client_12,1,0.01,8.950353860855103
client_18,1,0.0033333333333333335,8.955409407615662
client_3,1,0.006666666666666667,8.942802548408508
client_13,1,0.0033333333333333335,8.947798490524292
client_7,1,0.005,8.948551297187805
client_5,1,0.011666666666666667,8.936578154563904
client_1,1,0.01,8.93803882598877
client_16,1,0.01,8.942314147949219
client_15,1,0.0033333333333333335,8.941913485527039
client_14,1,0.006666666666666667,8.942250847816467
client_19,1,0.005,8.941235423088074
client_6,1,0.011666666666666667,8.944775342941284
client_8,1,0.008333333333333333,8.936317801475525
client_11,1,0.0033333333333333335,8.930802941322327
client_0,1,0.005,8.935225248336792
client_10,1,0.0033333333333333335,8.93270754814148
client_9,1,0.015,8.94307565689087
client_4,1,0.013333333333333334,8.949689745903015
client_17,1,0.01,8.94393789768219
client_2,1,0.005,8.94604766368866
client_14,2,0.5683333333333334,8.672460675239563
client_18,2,0.455,8.758050084114075
client_8,2,0.47,8.744470596313477
client_11,2,0.5133333333333333,8.72579824924469
client_17,2,0.49166666666666664,8.732216238975525
client_9,2,0.525,8.702412247657776
client_6,2,0.5383333333333333,8.693788647651672
client_3,2,0.5283333333333333,8.704042077064514
client_0,2,0.52,8.719484329223633
client_7,2,0.52,8.706961154937744
client_12,2,0.4866666666666667,8.749058961868286
client_10,2,0.5066666666666667,8.721520185470581
client_16,2,0.46166666666666667,8.76405680179596
client_13,2,0.4816666666666667,8.73263168334961
client_4,2,0.5266666666666666,8.712603211402893
client_15,2,0.495,8.732153296470642
client_1,2,0.535,8.702980518341064
client_19,2,0.515,8.719871044158936
client_5,2,0.49833333333333335,8.732165098190308
client_2,2,0.56,8.674357533454895
client_0,3,0.6133333333333333,8.151561379432678
client_1,3,0.5883333333333334,8.197710871696472
client_5,3,0.6166666666666667,8.134175777435303
client_6,3,0.625,8.131249785423279
client_9,3,0.645,8.118728160858154
client_8,3,0.61,8.145516157150269
client_3,3,0.64,8.122601628303528
client_17,3,0.6116666666666667,8.155266761779785
client_4,3,0.6016666666666667,8.131832957267761
client_19,3,0.6333333333333333,8.128079533576965
client_11,3,0.6116666666666667,8.140717267990112
client_10,3,0.5933333333333334,8.146631479263306
client_2,3,0.6233333333333333,8.130107045173645
client_12,3,0.5983333333333334,8.16580355167389
client_16,3,0.6366666666666667,8.132009029388428
client_15,3,0.6433333333333333,8.116019010543823
client_13,3,0.62,8.133181691169739
client_18,3,0.6333333333333333,8.119869828224182
client_7,3,0.62,8.142122507095337
client_14,3,0.6016666666666667,8.146398901939392
client_0,4,0.825,7.122001528739929
client_11,4,0.7816666666666666,7.15737783908844
client_19,4,0.8266666666666667,7.1356425285339355
client_9,4,0.8,7.131924510002136
client_3,4,0.7933333333333333,7.097961902618408
client_13,4,0.8116666666666666,7.1203426122665405
client_1,4,0.8016666666666666,7.113285541534424
client_16,4,0.8266666666666667,7.103742837905884
client_6,4,0.775,7.1576924324035645
client_15,4,0.7833333333333333,7.151081204414368
client_4,4,0.8133333333333334,7.1302924156188965
client_14,4,0.7983333333333333,7.152055501937866
client_8,4,0.7966666666666666,7.147427082061768
client_17,4,0.7716666666666666,7.185356616973877
client_7,4,0.7983333333333333,7.097667217254639
client_2,4,0.795,7.1205055713653564
client_10,4,0.8083333333333333,7.0821826457977295
client_12,4,0.785,7.155304908752441
client_5,4,0.7866666666666666,7.1853766441345215
client_18,4,0.8166666666666667,7.100391626358032
client_5,5,0.8783333333333333,5.622816324234009
client_8,5,0.895,5.5866230726242065
client_14,5,0.8983333333333333,5.588828206062317
client_6,5,0.8983333333333333,5.555733561515808
client_18,5,0.8983333333333333,5.516695976257324
client_1,5,0.86,5.636631608009338
client_12,5,0.9016666666666666,5.6208884716033936
client_2,5,0.865,5.635888576507568
client_0,5,0.8983333333333333,5.537129044532776
client_15,5,0.8916666666666667,5.578004956245422
client_11,5,0.895,5.602632999420166
client_19,5,0.8766666666666667,5.633393287658691
client_13,5,0.8966666666666666,5.625780344009399
client_17,5,0.8683333333333333,5.638420939445496
client_16,5,0.9066666666666666,5.560296058654785
client_7,5,0.8733333333333333,5.634739279747009
client_3,5,0.895,5.524885535240173
client_4,5,0.895,5.589258909225464
client_9,5,0.8816666666666667,5.533742427825928
client_10,5,0.885,5.512314319610596
