Client,Round,Accuracy,Loss
client_14,1,0.235,3.576112985610962
client_2,1,0.275,3.578256845474243
client_13,1,0.24,3.5774487257003784
client_1,1,0.235,3.575824499130249
client_15,1,0.195,3.5825705528259277
client_12,1,0.28,3.574625611305237
client_10,1,0.245,3.5774670839309692
client_9,1,0.28,3.571324586868286
client_4,1,0.24,3.575205683708191
client_8,1,0.245,3.574434757232666
client_19,1,0.28,3.569631814956665
client_7,1,0.24,3.5763219594955444
client_0,1,0.21,3.5789071321487427
client_18,1,0.215,3.584209442138672
client_3,1,0.225,3.5805963277816772
client_17,1,0.22,3.5818835496902466
client_11,1,0.29,3.569212794303894
client_6,1,0.22,3.5819743871688843
client_5,1,0.26,3.5770233869552612
client_16,1,0.325,3.570624828338623
client_2,2,0.185,3.551820158958435
client_15,2,0.175,3.5248513221740723
client_4,2,0.14,3.5626630783081055
client_5,2,0.145,3.553720712661743
client_17,2,0.14,3.5472233295440674
client_6,2,0.2,3.5348000526428223
client_3,2,0.18,3.5589464902877808
client_16,2,0.15,3.5566513538360596
client_18,2,0.21,3.5162062644958496
client_11,2,0.2,3.5273032188415527
client_0,2,0.16,3.551941752433777
client_8,2,0.19,3.5303136110305786
client_9,2,0.245,3.5165300369262695
client_12,2,0.225,3.5330268144607544
client_10,2,0.165,3.5575971603393555
client_13,2,0.18,3.541168451309204
client_1,2,0.185,3.524233818054199
client_14,2,0.185,3.545752763748169
client_7,2,0.17,3.5399900674819946
client_19,2,0.2,3.5503865480422974
client_17,3,0.35,3.485063910484314
client_1,3,0.34,3.518863320350647
client_7,3,0.315,3.5115708112716675
client_19,3,0.375,3.4365310668945312
client_8,3,0.31,3.5124038457870483
client_6,3,0.35,3.4727100133895874
client_18,3,0.335,3.4742705821990967
client_11,3,0.39,3.421562433242798
client_2,3,0.425,3.4077781438827515
client_13,3,0.37,3.4798057079315186
client_10,3,0.34,3.474725842475891
client_15,3,0.365,3.4620097875595093
client_4,3,0.35,3.4909991025924683
client_9,3,0.36,3.4739179611206055
client_16,3,0.34,3.447496771812439
client_12,3,0.35,3.4848952293395996
client_0,3,0.365,3.4707858562469482
client_3,3,0.315,3.4818944931030273
client_5,3,0.32,3.514362096786499
client_14,3,0.375,3.4484481811523438
client_7,4,0.43,3.419669270515442
client_4,4,0.53,3.2687376737594604
client_3,4,0.435,3.3478180170059204
client_0,4,0.41,3.3751370906829834
client_1,4,0.485,3.358963370323181
client_9,4,0.43,3.36707866191864
client_11,4,0.445,3.4024345874786377
client_8,4,0.42,3.396746277809143
client_17,4,0.465,3.3885343074798584
client_12,4,0.42,3.3997128009796143
client_16,4,0.5,3.329788565635681
client_14,4,0.43,3.3880550861358643
client_2,4,0.415,3.45747709274292
client_18,4,0.48,3.358237624168396
client_15,4,0.375,3.4637221097946167
client_10,4,0.44,3.3549094200134277
client_19,4,0.455,3.3627564907073975
client_13,4,0.425,3.3840222358703613
client_6,4,0.33,3.4457380771636963
client_5,4,0.415,3.426958203315735
client_19,5,0.485,3.178757905960083
client_9,5,0.56,3.056583881378174
client_8,5,0.455,3.179582357406616
client_14,5,0.475,3.1307090520858765
client_16,5,0.515,3.1385051012039185
client_5,5,0.465,3.188914179801941
client_12,5,0.455,3.2320806980133057
client_2,5,0.46,3.24013090133667
client_15,5,0.42,3.2829978466033936
client_4,5,0.41,3.2086853981018066
client_11,5,0.425,3.201377749443054
client_17,5,0.465,3.1451802253723145
client_10,5,0.545,3.0445371866226196
