Client,Round,Accuracy,Loss
client_8,1,0.305,3.5458208322525024
client_6,1,0.395,3.5423535108566284
client_5,1,0.295,3.5476678609848022
client_4,1,0.355,3.5389904975891113
client_9,1,0.35,3.5438995361328125
client_17,1,0.34,3.5408742427825928
client_2,1,0.39,3.5336450338363647
client_12,1,0.325,3.5410304069519043
client_1,1,0.39,3.541540741920471
client_15,1,0.39,3.532478094100952
client_0,1,0.32,3.5388349294662476
client_10,1,0.36,3.5321943759918213
client_18,1,0.31,3.5445191860198975
client_3,1,0.445,3.534956216812134
client_16,1,0.415,3.540667772293091
client_11,1,0.36,3.542864680290222
client_19,1,0.355,3.543748378753662
client_13,1,0.32,3.5398149490356445
client_14,1,0.33,3.543189287185669
client_7,1,0.355,3.53984534740448
client_8,2,0.3,3.522301197052002
client_17,2,0.36,3.49944806098938
client_7,2,0.37,3.5068804025650024
client_18,2,0.29,3.5223398208618164
client_16,2,0.405,3.491575598716736
client_3,2,0.375,3.5054290294647217
client_9,2,0.355,3.510066866874695
client_4,2,0.375,3.4900853633880615
client_2,2,0.34,3.523555040359497
client_13,2,0.33,3.5303585529327393
client_15,2,0.295,3.5316373109817505
client_6,2,0.33,3.5119707584381104
client_1,2,0.31,3.505545735359192
client_12,2,0.37,3.491453170776367
client_0,2,0.375,3.5063294172286987
client_5,2,0.35,3.520327091217041
client_11,2,0.345,3.5160558223724365
client_14,2,0.34,3.5163654088974
client_10,2,0.335,3.5207388401031494
client_19,2,0.32,3.5277092456817627
client_19,3,0.29,3.500566601753235
client_5,3,0.255,3.54150927066803
client_13,3,0.37,3.4357235431671143
client_4,3,0.4,3.428359627723694
client_18,3,0.33,3.452416777610779
client_12,3,0.325,3.4847477674484253
client_10,3,0.345,3.4445900917053223
client_14,3,0.285,3.5238579511642456
client_1,3,0.325,3.4482656717300415
client_7,3,0.365,3.443928837776184
client_15,3,0.355,3.413330912590027
client_9,3,0.315,3.491009831428528
client_17,3,0.38,3.4571388959884644
client_6,3,0.365,3.437989830970764
client_11,3,0.3,3.497491478919983
client_0,3,0.345,3.4675978422164917
client_8,3,0.335,3.455759644508362
client_3,3,0.38,3.4601467847824097
client_16,3,0.325,3.488785147666931
client_2,3,0.4,3.403196096420288
client_7,4,0.35,3.3756017684936523
client_15,4,0.355,3.3390637636184692
client_8,4,0.39,3.2263351678848267
client_18,4,0.35,3.372807025909424
client_6,4,0.35,3.398627519607544
client_3,4,0.37,3.366534113883972
client_11,4,0.335,3.3649247884750366
client_10,4,0.305,3.3993215560913086
client_2,4,0.325,3.4195659160614014
client_19,4,0.31,3.3892455101013184
client_5,4,0.39,3.3370461463928223
client_0,4,0.275,3.4653737545013428
client_14,4,0.35,3.3936878442764282
client_12,4,0.375,3.3873958587646484
client_4,4,0.385,3.345682740211487
client_1,4,0.36,3.3406403064727783
client_13,4,0.35,3.3666168451309204
client_17,4,0.345,3.356419324874878
client_16,4,0.32,3.38479745388031
client_9,4,0.32,3.370038866996765
client_8,5,0.49,3.278403162956238
client_11,5,0.58,3.154309391975403
client_10,5,0.49,3.2122719287872314
client_12,5,0.48,3.280187249183655
client_17,5,0.535,3.2253825664520264
client_0,5,0.52,3.1939467191696167
client_15,5,0.425,3.391898274421692
client_19,5,0.545,3.1784305572509766
client_13,5,0.52,3.217998504638672
client_14,5,0.49,3.3001325130462646
client_4,5,0.555,3.076548457145691
client_6,5,0.465,3.26664662361145
client_1,5,0.575,3.1066181659698486
client_5,5,0.575,3.0790611505508423
client_9,5,0.51,3.173577666282654
client_3,5,0.56,3.1231625080108643
client_2,5,0.495,3.2644875049591064
client_16,5,0.44,3.341388463973999
client_18,5,0.495,3.225261926651001
client_7,5,0.435,3.3699389696121216
client_8,6,0.56,2.8847732543945312
client_4,6,0.57,2.851965069770813
client_2,6,0.57,2.905147433280945
client_16,6,0.525,2.9321361780166626
client_0,6,0.545,2.886431574821472
client_5,6,0.505,3.0895434617996216
client_11,6,0.405,3.346609592437744
client_9,6,0.51,3.0863001346588135
client_15,6,0.51,3.042171001434326
client_19,6,0.52,3.0502229928970337
client_7,6,0.42,3.282797336578369
client_13,6,0.5,3.0355254411697388
client_6,6,0.485,3.014967918395996
client_10,6,0.495,3.057183861732483
client_12,6,0.52,3.030399441719055
client_1,6,0.56,2.914996385574341
client_3,6,0.515,3.0370383262634277
client_14,6,0.53,3.0132440328598022
client_18,6,0.52,3.019704580307007
client_17,6,0.51,3.0720103979110718
client_11,7,0.555,2.675296187400818
client_2,7,0.51,2.8140039443969727
client_18,7,0.505,2.749668002128601
client_3,7,0.54,2.729669690132141
client_10,7,0.455,2.959083318710327
client_0,7,0.47,2.953813076019287
client_5,7,0.46,2.928761124610901
client_19,7,0.44,2.919262170791626
client_1,7,0.55,2.6774226427078247
client_4,7,0.55,2.7365047931671143
client_7,7,0.575,2.6596745252609253
client_15,7,0.515,2.833322525024414
client_14,7,0.515,2.748613476753235
client_6,7,0.585,2.560373306274414
client_13,7,0.505,2.8731744289398193
client_9,7,0.48,2.9012123346328735
client_8,7,0.5,2.7216248512268066
client_12,7,0.52,2.8040119409561157
client_17,7,0.46,2.841434359550476
client_16,7,0.485,2.832829475402832
client_9,8,0.505,2.4718838930130005
client_2,8,0.58,2.284306526184082
client_14,8,0.505,2.4634112119674683
client_18,8,0.53,2.4411935806274414
client_4,8,0.545,2.376140832901001
client_0,8,0.55,2.2136205434799194
client_16,8,0.535,2.402677297592163
client_19,8,0.52,2.455023407936096
client_3,8,0.5,2.5698071718215942
client_6,8,0.515,2.4558695554733276
client_5,8,0.47,2.519718050956726
client_10,8,0.485,2.5128307342529297
client_12,8,0.53,2.4070823192596436
client_11,8,0.445,2.6433805227279663
client_15,8,0.5,2.426491379737854
client_1,8,0.495,2.5620806217193604
client_8,8,0.575,2.287883996963501
client_7,8,0.585,2.2691383361816406
client_17,8,0.52,2.469101071357727
client_13,8,0.505,2.5295145511627197
client_10,9,0.595,2.093268573284149
client_7,9,0.63,1.9931380152702332
client_6,9,0.605,2.0719196796417236
client_15,9,0.585,2.0778144001960754
client_4,9,0.58,2.098850190639496
client_3,9,0.6,1.9936236143112183
client_13,9,0.61,2.0511053800582886
client_11,9,0.625,1.9599332809448242
client_0,9,0.595,2.0999412536621094
client_14,9,0.565,2.176177978515625
client_18,9,0.55,2.1782023906707764
client_9,9,0.625,2.1436679363250732
client_16,9,0.585,2.1596763134002686
client_17,9,0.565,2.1229745149612427
client_5,9,0.6,2.084567129611969
client_8,9,0.65,1.9236972332000732
client_1,9,0.59,2.010065734386444
client_2,9,0.615,2.032421588897705
client_12,9,0.57,2.1157596111297607
client_19,9,0.615,2.0162543058395386
client_7,10,0.815,1.5372926592826843
client_14,10,0.785,1.783280611038208
client_6,10,0.78,1.663899838924408
client_12,10,0.805,1.6795725226402283
client_19,10,0.81,1.637808382511139
client_4,10,0.855,1.4943671226501465
client_16,10,0.835,1.5141329169273376
client_2,10,0.825,1.5431360602378845
client_17,10,0.81,1.6734532713890076
client_13,10,0.825,1.5317426919937134
client_15,10,0.88,1.4217750430107117
client_1,10,0.8,1.6224250793457031
client_5,10,0.745,1.6815873384475708
client_10,10,0.85,1.446280598640442
client_18,10,0.805,1.5400983095169067
client_8,10,0.825,1.5998902320861816
client_3,10,0.84,1.4546927213668823
client_0,10,0.81,1.540673315525055
client_9,10,0.8,1.6147698163986206
client_11,10,0.845,1.5166873335838318
