Client,Round,Accuracy,Loss
0,1,0.26,3.54801845550537
0,2,0.185,3.48832452297211
0,3,0.185,3.47912299633026
0,4,0.23,3.35626447200775
0,5,0.355,3.15090608596802
0,6,0.42,2.92018723487854
0,7,0.48,2.64803504943848
0,8,0.58,2.32649612426758
0,9,0.785,1.63111692667007
0,10,0.875,1.20518559217453
1,1,0.33,3.54167103767395
1,2,0.195,3.49521780014038
1,3,0.23,3.44307017326355
1,4,0.24,3.38881611824036
1,5,0.315,3.21408104896545
1,6,0.35,2.9914802312851
1,7,0.515,2.61473917961121
1,8,0.595,2.10443431138992
1,9,0.75,1.74587094783783
1,10,0.905,1.18290364742279
2,1,0.235,3.55290544033051
2,2,0.23,3.48618090152741
2,3,0.175,3.45243144035339
2,4,0.27,3.36526000499725
2,5,0.265,3.20304119586945
2,6,0.455,2.82752859592438
2,7,0.49,2.58649218082428
2,8,0.675,2.0146958231926
2,9,0.74,1.67155838012695
2,10,0.91,1.16033750772476
3,1,0.315,3.54669106006622
3,2,0.17,3.48477351665497
3,3,0.165,3.48002028465271
3,4,0.27,3.36184132099152
3,5,0.29,3.2685489654541
3,6,0.415,2.98058044910431
3,7,0.54,2.44327294826508
3,8,0.605,2.14828407764435
3,9,0.755,1.81831580400467
3,10,0.915,1.16052985191345
4,1,0.22,3.54789638519287
4,2,0.18,3.5043797492981
4,3,0.22,3.40876698493958
4,4,0.29,3.34586417675018
4,5,0.33,3.1831386089325
4,6,0.435,2.89510214328766
4,7,0.555,2.39567148685455
4,8,0.595,2.24650514125824
4,9,0.78,1.62512177228928
4,10,0.925,1.09246146678925
5,1,0.255,3.54763495922089
5,2,0.155,3.5074874162674
5,3,0.25,3.39713394641876
5,4,0.26,3.37592256069183
5,5,0.275,3.28667771816254
5,6,0.415,2.89872133731842
5,7,0.465,2.6512942314148
5,8,0.615,2.17799603939056
5,9,0.785,1.6587963104248
5,10,0.93,1.12670373916626
6,1,0.2,3.55086982250214
6,2,0.19,3.50442600250244
6,3,0.17,3.45907437801361
6,4,0.215,3.36904513835907
6,5,0.245,3.32822132110596
6,6,0.39,3.01383280754089
6,7,0.495,2.61156213283539
6,8,0.61,2.15326082706451
6,9,0.765,1.76453793048859
6,10,0.925,1.15533459186554
7,1,0.21,3.5471795797348
7,2,0.215,3.49270832538605
7,3,0.24,3.41894662380219
7,4,0.27,3.27522730827332
7,5,0.38,3.0679794549942
7,6,0.425,2.94829201698303
7,7,0.505,2.50697219371796
7,8,0.655,2.06542384624481
7,9,0.78,1.68603998422623
7,10,0.895,1.18928468227386
8,1,0.3,3.54810512065887
8,2,0.2,3.49819719791412
8,3,0.185,3.41665780544281
8,4,0.24,3.35514378547668
8,5,0.335,3.24372398853302
8,6,0.43,2.92200064659119
8,7,0.435,2.66921412944794
8,8,0.57,2.26569998264313
8,9,0.76,1.56499934196472
8,10,0.885,1.25561732053757
9,1,0.175,3.54743552207947
9,2,0.215,3.47658097743988
9,3,0.28,3.37247371673584
9,4,0.23,3.37815642356873
9,5,0.315,3.24324429035187
9,6,0.425,2.90810096263886
9,7,0.48,2.68578279018402
9,8,0.61,2.21492183208466
9,9,0.78,1.56053733825684
9,10,0.86,1.25023686885834
10,1,0.29,3.54013288021088
10,2,0.11,3.50855231285095
10,3,0.24,3.41248297691345
10,4,0.325,3.25042116641998
10,5,0.32,3.23428285121918
10,6,0.415,2.94423496723175
10,7,0.45,2.6346629858017
10,8,0.605,2.24827718734741
10,9,0.79,1.66354370117188
10,10,0.89,1.21161729097366
11,1,0.21,3.55481970310211
11,2,0.195,3.48886227607727
11,3,0.205,3.41763889789581
11,4,0.265,3.27741980552673
11,5,0.295,3.22530543804169
11,6,0.41,2.97681069374084
11,7,0.475,2.69723582267761
11,8,0.61,2.19162118434906
11,9,0.755,1.76587963104248
11,10,0.915,1.14499235153198
12,1,0.23,3.54955291748047
12,2,0.225,3.48572933673859
12,3,0.245,3.41605246067047
12,4,0.26,3.34772396087647
12,5,0.305,3.30283403396606
12,6,0.39,3.01359117031097
12,7,0.52,2.51517498493195
12,8,0.59,2.18888819217682
12,9,0.755,1.72381073236465
12,10,0.9,1.22902399301529
13,1,0.32,3.53440141677856
13,2,0.215,3.48496329784393
13,3,0.225,3.40890955924988
13,4,0.22,3.39918446540833
13,5,0.335,3.13654434680939
13,6,0.405,2.91328907012939
13,7,0.44,2.70614492893219
13,8,0.625,2.04099756479263
13,9,0.76,1.683021068573
13,10,0.925,1.18836319446564
14,1,0.225,3.55540001392365
14,2,0.2,3.48695600032806
14,3,0.19,3.42843818664551
14,4,0.21,3.40169501304626
14,5,0.345,3.13222825527191
14,6,0.37,2.97967278957367
14,7,0.47,2.62445509433746
14,8,0.62,2.19174909591675
14,9,0.76,1.71175718307495
14,10,0.895,1.18133324384689
15,1,0.245,3.54837775230408
15,2,0.195,3.50137710571289
15,3,0.22,3.38688111305237
15,4,0.285,3.31705629825592
15,5,0.345,3.16461277008057
15,6,0.345,3.04699432849884
15,7,0.42,2.77128446102142
15,8,0.66,2.0701287984848
15,9,0.785,1.71552103757858
15,10,0.865,1.2005603313446
16,1,0.225,3.55236387252808
16,2,0.2,3.48407185077667
16,3,0.215,3.41611564159393
16,4,0.285,3.30800092220306
16,5,0.335,3.21063804626465
16,6,0.375,2.97397637367249
16,7,0.44,2.69880294799805
16,8,0.625,2.17556738853455
16,9,0.76,1.63661170005798
16,10,0.865,1.25298917293549
17,1,0.29,3.53713834285736
17,2,0.185,3.48960757255554
17,3,0.195,3.4397360086441
17,4,0.235,3.4121333360672
17,5,0.295,3.26946485042572
17,6,0.38,2.89252412319183
17,7,0.505,2.48076927661896
17,8,0.68,1.93556427955627
17,9,0.775,1.64368414878845
17,10,0.93,1.08355867862701
18,1,0.285,3.54378485679626
18,2,0.195,3.48120748996735
18,3,0.19,3.46083807945251
18,4,0.2,3.37231612205505
18,5,0.31,3.22759306430817
18,6,0.39,2.95995116233826
18,7,0.455,2.67955470085144
18,8,0.54,2.26100254058838
18,9,0.73,1.6916915178299
18,10,0.915,1.07204696536064
19,1,0.24,3.55257284641266
19,2,0.2,3.4971684217453
19,3,0.235,3.40886616706848
19,4,0.255,3.35760354995728
19,5,0.29,3.22333657741547
19,6,0.41,2.92821478843689
19,7,0.455,2.65778791904449
19,8,0.585,2.22222602367401
19,9,0.76,1.73493903875351
19,10,0.925,1.17540740966797
