Client,Round,Accuracy,Loss
0,1,0.37,3.54420411586761
0,2,0.375,3.49520361423492
0,3,0.405,3.39431726932526
0,4,0.4,3.3131183385849
0,5,0.495,3.05110061168671
0,6,0.45,2.99557197093964
0,7,0.495,2.68303906917572
0,8,0.48,2.48527824878693
0,9,0.635,1.81706577539444
0,10,0.785,1.36706840991974
1,1,0.3,3.55682039260864
1,2,0.34,3.50821995735168
1,3,0.36,3.4205424785614
1,4,0.375,3.34864675998688
1,5,0.425,3.19475102424622
1,6,0.565,2.88545799255371
1,7,0.425,2.95467638969421
1,8,0.555,2.25714671611786
1,9,0.59,1.97064995765686
1,10,0.76,1.51565116643906
2,1,0.335,3.55529510974884
2,2,0.4,3.48130440711975
2,3,0.34,3.46111917495728
2,4,0.375,3.35228133201599
2,5,0.385,3.28664016723633
2,6,0.46,3.02433669567108
2,7,0.505,2.70783066749573
2,8,0.565,2.23460745811462
2,9,0.62,1.81661057472229
2,10,0.81,1.30007839202881
3,1,0.305,3.54520356655121
3,2,0.295,3.52851283550262
3,3,0.335,3.4385130405426
3,4,0.425,3.33479511737824
3,5,0.475,3.14727210998535
3,6,0.435,3.05818176269531
3,7,0.495,2.67470097541809
3,8,0.575,2.21927869319916
3,9,0.585,1.93965125083923
3,10,0.845,1.19782531261444
4,1,0.325,3.54565823078156
4,2,0.295,3.52382564544678
4,3,0.36,3.40570497512817
4,4,0.405,3.33281147480011
4,5,0.455,3.20750379562378
4,6,0.525,2.89264130592346
4,7,0.505,2.65086543560028
4,8,0.525,2.46785056591034
4,9,0.58,1.98300540447235
4,10,0.825,1.26180565357208
5,1,0.32,3.54566395282745
5,2,0.34,3.5104763507843
5,3,0.35,3.41502726078033
5,4,0.375,3.30580246448517
5,5,0.355,3.40079402923584
5,6,0.475,2.97522866725922
5,7,0.48,2.80848693847656
5,8,0.535,2.25023138523102
5,9,0.585,1.84103631973267
5,10,0.815,1.19484114646912
6,1,0.37,3.54253256320953
6,2,0.34,3.51011979579926
6,3,0.345,3.38648569583893
6,4,0.385,3.32786822319031
6,5,0.465,3.16016793251038
6,6,0.47,3.02066373825073
6,7,0.505,2.69599258899689
6,8,0.545,2.29903125762939
6,9,0.58,1.9161382317543
6,10,0.76,1.33747541904449
7,1,0.32,3.54081869125366
7,2,0.29,3.52530908584595
7,3,0.38,3.39241373538971
7,4,0.38,3.32604372501373
7,5,0.445,3.19094657897949
7,6,0.43,3.1479195356369
7,7,0.53,2.57069706916809
7,8,0.48,2.4931617975235
7,9,0.655,1.71620327234268
7,10,0.765,1.32844877243042
8,1,0.33,3.54664504528046
8,2,0.335,3.520667552948
8,3,0.34,3.42135083675385
8,4,0.385,3.3456118106842
8,5,0.46,3.16083085536957
8,6,0.555,2.81513059139252
8,7,0.505,2.73080122470856
8,8,0.52,2.33828735351563
8,9,0.56,1.97844678163528
8,10,0.815,1.13885205984116
9,1,0.335,3.54749393463135
9,2,0.3,3.51306641101837
9,3,0.345,3.39151620864868
9,4,0.4,3.3361212015152
9,5,0.42,3.27824461460114
9,6,0.455,3.04621005058289
9,7,0.555,2.55261814594269
9,8,0.535,2.25866210460663
9,9,0.635,1.87317341566086
9,10,0.745,1.43620592355728
10,1,0.305,3.54923713207245
10,2,0.335,3.51698982715607
10,3,0.43,3.37124609947205
10,4,0.35,3.37014389038086
10,5,0.39,3.2980307340622
10,6,0.47,2.99188899993897
10,7,0.48,2.71667075157166
10,8,0.515,2.38514113426209
