Client,Round,Accuracy,Loss
0,1,0.25,3.51209723949432
0,2,0.34,3.51190280914307
0,3,0.275,3.47554445266724
0,4,0.25,3.46421766281128
0,5,0.285,3.32334411144257
0,6,0.32,3.23981547355652
0,7,0.42,2.92579853534699
0,8,0.46,2.6596382856369
0,9,0.645,1.93032944202423
0,10,0.82,1.34420984983444
1,1,0.265,3.5183767080307
1,2,0.35,3.4969425201416
1,3,0.31,3.43590295314789
1,4,0.24,3.46693229675293
1,5,0.245,3.46384847164154
1,6,0.325,3.21764981746674
1,7,0.35,3.00662398338318
1,8,0.555,2.34232938289642
1,9,0.7,1.93602877855301
1,10,0.83,1.27539098262787
2,1,0.3,3.51011061668396
2,2,0.32,3.52522575855255
2,3,0.3,3.4223827123642
2,4,0.255,3.50907802581787
2,5,0.26,3.48798525333405
2,6,0.315,3.32906007766724
2,7,0.405,2.95912754535675
2,8,0.465,2.59489524364471
2,9,0.715,1.75841987133026
2,10,0.89,1.22155690193176
3,1,0.27,3.51135337352753
3,2,0.275,3.52306914329529
3,3,0.3,3.51016652584076
3,4,0.225,3.47943878173828
3,5,0.26,3.39819812774658
3,6,0.33,3.29433262348175
3,7,0.375,3.1422780752182
3,8,0.535,2.49943363666534
3,9,0.68,1.9994460940361
3,10,0.865,1.26058864593506
4,1,0.32,3.50734400749207
4,2,0.34,3.52780973911285
4,3,0.265,3.4722421169281
4,4,0.19,3.55183136463165
4,5,0.235,3.4898829460144
4,6,0.37,3.17256426811218
4,7,0.45,2.99680769443512
4,8,0.515,2.52268493175507
4,9,0.575,2.13001096248627
4,10,0.87,1.15690863132477
5,1,0.315,3.52512550354004
5,2,0.24,3.54646849632263
5,3,0.275,3.50419735908508
5,4,0.265,3.41095173358917
5,5,0.295,3.34943294525147
5,6,0.35,3.2232061624527
5,7,0.305,3.31790006160736
5,8,0.515,2.46396791934967
5,9,0.73,1.75154101848602
5,10,0.82,1.34284818172455
6,1,0.345,3.51523303985596
6,2,0.345,3.51936817169189
6,3,0.275,3.49535548686981
6,4,0.23,3.54778897762299
6,5,0.34,3.26964390277863
6,6,0.305,3.39131963253021
6,7,0.365,3.0881849527359
6,8,0.415,2.72198355197907
6,9,0.63,2.07596743106842
6,10,0.81,1.25223606824875
7,1,0.3,3.52195501327515
7,2,0.315,3.52464270591736
7,3,0.285,3.49765658378601
7,4,0.2,3.53758335113525
7,5,0.29,3.29497170448303
7,6,0.32,3.41778934001923
7,7,0.405,2.99729681015015
7,8,0.455,2.55292963981628
7,9,0.625,1.91657865047455
7,10,0.825,1.38224363327026
8,1,0.29,3.52112555503845
8,2,0.31,3.54143130779266
8,3,0.26,3.44280338287354
8,4,0.26,3.40736055374146
8,5,0.29,3.39802753925324
8,6,0.375,3.11768758296967
8,7,0.39,3.05589318275452
8,8,0.5,2.49600434303284
8,9,0.63,2.14421474933624
8,10,0.76,1.47406619787216
9,1,0.28,3.52440786361694
9,2,0.305,3.52596688270569
9,3,0.3,3.49611020088196
9,4,0.305,3.37106621265411
9,5,0.24,3.43426060676575
9,6,0.33,3.19587397575378
9,7,0.42,2.81275486946106
9,8,0.53,2.42773103713989
9,9,0.635,2.07421582937241
9,10,0.87,1.19561201334
10,1,0.25,3.52646565437317
10,2,0.34,3.54344201087952
10,3,0.275,3.48464548587799
10,4,0.21,3.46378540992737
10,5,0.28,3.40253615379334
10,6,0.365,3.02720880508423
10,7,0.36,3.18404901027679
10,8,0.47,2.60379803180695
10,9,0.675,1.84694057703018
10,10,0.83,1.28507322072983
11,1,0.235,3.53393220901489
11,2,0.35,3.50009822845459
11,3,0.24,3.46998989582062
11,4,0.29,3.4889612197876
11,5,0.24,3.42544889450073
11,6,0.35,3.08260977268219
11,7,0.39,3.05089783668518
11,8,0.505,2.44028198719025
11,9,0.67,2.00550800561905
11,10,0.76,1.41362982988358
12,1,0.26,3.51766383647919
12,2,0.28,3.52243864536285
12,3,0.27,3.52193653583527
12,4,0.225,3.46796429157257
12,5,0.225,3.51767587661743
12,6,0.32,3.29650795459747
12,7,0.4,2.98150539398193
12,8,0.515,2.51444232463837
12,9,0.655,1.85314977169037
12,10,0.83,1.30327409505844
13,1,0.285,3.53028810024261
13,2,0.285,3.53178691864014
13,3,0.24,3.50984466075897
13,4,0.2,3.49469113349915
13,5,0.295,3.33952140808105
13,6,0.3,3.41530513763428
13,7,0.365,3.07222783565521
13,8,0.485,2.59271383285522
13,9,0.66,1.90075701475143
13,10,0.82,1.3198761343956
14,1,0.305,3.51609683036804
14,2,0.31,3.53705644607544
14,3,0.235,3.51748311519623
14,4,0.23,3.49208807945251
14,5,0.285,3.34075319766998
14,6,0.355,3.21608674526215
14,7,0.445,2.9285044670105
14,8,0.48,2.41980731487274
14,9,0.675,1.87030249834061
14,10,0.82,1.30460315942764
15,1,0.255,3.50643742084503
15,2,0.36,3.49835765361786
15,3,0.34,3.45016300678253
15,4,0.25,3.52732801437378
15,5,0.23,3.47547006607056
15,6,0.31,3.4010773897171
15,7,0.46,2.8658207654953
15,8,0.46,2.67500019073486
15,9,0.61,2.03802895545959
15,10,0.85,1.20130109786987
16,1,0.29,3.49924325942993
16,2,0.34,3.50840699672699
16,3,0.24,3.49181234836578
16,4,0.23,3.42897927761078
16,5,0.265,3.49074745178223
16,6,0.315,3.24307191371918
16,7,0.375,2.95305407047272
16,8,0.48,2.64117383956909
16,9,0.665,1.83699423074722
16,10,0.825,1.35665512084961
17,1,0.29,3.53139066696167
17,2,0.285,3.55103707313538
17,3,0.235,3.51851165294647
17,4,0.245,3.43523156642914
17,5,0.285,3.39540386199951
17,6,0.33,3.27204704284668
17,7,0.485,2.77342474460602
17,8,0.51,2.48816573619843
17,9,0.645,1.95928776264191
17,10,0.825,1.34730690717697
18,1,0.3,3.51548612117767
18,2,0.325,3.51118183135986
18,3,0.26,3.48814845085144
18,4,0.24,3.44231617450714
18,5,0.265,3.3720737695694
18,6,0.34,3.26171827316284
18,7,0.405,3.03465032577515
18,8,0.495,2.56627082824707
18,9,0.65,2.02013325691223
18,10,0.815,1.37574136257172
19,1,0.31,3.51475787162781
19,2,0.365,3.51471996307373
19,3,0.27,3.50082397460938
19,4,0.26,3.37303113937378
19,5,0.27,3.5406608581543
19,6,0.36,3.20944428443909
19,7,0.385,3.03800773620605
19,8,0.495,2.51441407203674
19,9,0.69,1.83298563957214
19,10,0.855,1.35444957017899
